isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000450753	1	150793961	150794071	ENSG00000106565	TMEM176B	150792615,150792688,150793098,150795018,150797277,150797969,150799440
ENST00000395925	2	42152353;42227651	42152453;42227721	ENSG00000106571	GLI3	41961613,41963047,41965075,41965135,41965213,41967375,41967572,41967887,41967997,41969476,41972543,41974128,41974763,41974872,41977218,41978941,41979231,41981408,41982392,41983603,41983639,41984316,41986600,41987696,41990363,41991238,41991932,41994912,41995119,41995803,41995811,41996802,42001660,42001948,42002920,42003257,42006000,42006565,42008294,42011785,42012130,42013971,42014768,42014770,42016432,42016434,42016764,42017895,42019298,42021081,42021105,42026362,42026773,42027106,42027306,42027463,42028237,42028632,42030863,42033787,42035917,42035948,42039347,42039922,42041292,42044517,42045520,42047331,42047346,42048110,42048351,42048353,42048453,42048729,42049208,42051602,42054474,42056286,42058942,42063921,42064217,42064219,42065344,42066091,42074262,42074562,42075372,42077353,42077355,42077357,42077359,42079650,42079749,42082970,42084129,42084417,42086597,42087299,42087347,42087349,42089588,42089859,42091847,42095357,42097054,42099900,42102151,42102522,42106189,42111241,42111243,42111245,42111647,42112110,42112554,42112830,42114846,42118223,42120505,42120742,42122054,42123305,42125152,42125626,42125848,42127331,42127481,42134302,42137807,42138190,42143779,42144154,42144387,42145331,42146743,42147261,42148847,42149449,42151673,42151979,42155800,42156136,42156925,42159751,42159805,42159807,42164079,42164081,42164361,42166053,42167392,42167928,42167930,42167932,42168530,42169093,42169320,42169483,42169513,42172021,42172023,42172294,42172397,42176499,42180182,42184084,42184684,42185078,42185993,42189297,42189960,42191264,42191520,42191999,42192335,42195794,42197759,42198520,42199127,42199560,42200878,42201544,42202643,42204960,42205542,42206136,42206532,42206534,42207625,42210785,42216783,42218499,42219166,42219168,42219643,42221330,42221375,42221400,42221438,42221452,42224781,42226239,42227233,42229909,42230778,42231213,42231468,42231886,42232220,42232532,42234221,42234223,42234381,42234747,42236292,42241029,42241431,42242216,42242248,42247604,42249764,42250649,42254087,42259292,42259631,42260790
ENST00000677605	1	42152353	42152453	ENSG00000106571	GLI3	41961613,41963047,41965075,41965135,41965213,41967375,41967572,41967887,41967997,41969476,41972543,41974128,41974763,41974872,41977218,41978941,41979231,41981408,41982392,41983603,41983639,41984316,41986600,41987696,41990363,41991238,41991932,41994912,41995119,41995803,41995811,41996802,42001660,42001948,42002920,42003257,42006000,42006565,42008294,42011785,42012130,42013971,42014768,42014770,42016432,42016434,42016764,42017895,42019298,42021081,42021105,42026362,42026773,42027106,42027306,42027463,42028237,42028632,42030863,42033787,42035917,42035948,42039347,42039922,42041292,42044517,42045520,42047331,42047346,42048110,42048351,42048353,42048453,42048729,42049208,42051602,42054474,42056286,42058942,42063921,42064217,42064219,42065344,42066091,42074262,42074562,42075372,42077353,42077355,42077357,42077359,42079650,42079749,42082970,42084129,42084417,42086597,42087299,42087347,42087349,42089588,42089859,42091847,42095357,42097054,42099900,42102151,42102522,42106189,42111241,42111243,42111245,42111647,42112110,42112554,42112830,42114846,42118223,42120505,42120742,42122054,42123305,42125152,42125626,42125848,42127331,42127481,42134302,42137807,42138190,42143779,42144154,42144387,42145331,42146743,42147261,42148847,42149449,42151673,42151979,42155800,42156136,42156925,42159751,42159805,42159807,42164079,42164081,42164361,42166053,42167392,42167928,42167930,42167932,42168530,42169093,42169320,42169483,42169513,42172021,42172023,42172294,42172397,42176499,42180182,42184084,42184684,42185078,42185993,42189297,42189960,42191264,42191520,42191999,42192335,42195794,42197759,42198520,42199127,42199560,42200878,42201544,42202643,42204960,42205542,42206136,42206532,42206534,42207625,42210785,42216783,42218499,42219166,42219168,42219643,42221330,42221375,42221400,42221438,42221452,42224781,42226239,42227233,42229909,42230778,42231213,42231468,42231886,42232220,42232532,42234221,42234223,42234381,42234747,42236292,42241029,42241431,42242216,42242248,42247604,42249764,42250649,42254087,42259292,42259631,42260790
ENST00000223336	1	43641446	43642164	ENSG00000106603	COA1	43610801,43611689,43612328,43612330,43614765,43615933,43617203,43617758,43618291,43618293,43618934,43619106,43619108,43619303,43619305,43619535,43622845,43625569,43627891,43628331,43630415,43632057,43635561,43637076,43644371,43645634,43649315,43649666,43649710,43651863,43651865,43652369,43652496,43652525,43655079,43658937,43659319,43660461,43660478,43662004,43664260,43665988,43666369,43668114,43670614,43671076,43672076,43673685,43677667,43678276,43684712,43687724,43688555,43688557,43692847,43694091,43699310,43701162,43701319,43703741,43703743,43704351,43704965,43705273,43705275,43705708,43706738,43707898,43709485,43717423,43721454,43721939,43723200
ENST00000402306	1	43879668	43879786	ENSG00000106608	URGCP	43877057,43877059,43877271,43880745,43883251,43885820,43886112,43886611,43888701,43888779,43890003,43893387,43893389,43893912,43894497,43896084,43896171,43900917,43903841,43904900,43904949,43907804,43914373,43915533,43915535,43915537,43915611,43915877,43916418,43917320,43920171,43920694,43920696,43920761,43920763,43920886,43922542,43923128,43924014
ENST00000353999	1	74190247	74190306	ENSG00000106682	EIF4H	74177802,74179748,74180498,74183091,74186358,74189461,74190446,74190494,74191286,74194475,74195445,74195745,74196051,74196053,74196860,74196944
ENST00000361092	2	75078326;75087544	75078582;75087868	ENSG00000106733	NMRK1	75068059,75072894,75076236,75076350,75076734,75079910,75080520,75082537,75085889
ENST00000341179	2	128221110;128254009	128221216;128254055	ENSG00000106976	DNM1	128195288,128195290,128196010,128199836,128200705,128201626,128205364,128205758,128209122,128212627,128212724,128215013,128217380,128219926,128223006,128223507,128225468,128233292,128233386,128233427,128236720,128237406,128240815,128244255,128244257,128245246,128245850,128246847,128248540,128248618,128248732,128248767,128250627,128251206,128251896,128252857,128252971,128253162,128254255
ENST00000495184	2	366251;456525	366552;456897	ENSG00000107099	DOCK8	216402,216404,216629,217168,221851,222131,222662,222691,224127,225577,226756,227104,227106,227126,227128,228073,229951,230366,238995,239052,239226,239228,241457,243300,244697,245483,245485,252672,252877,254940,256502,257977,261670,264847,264902,265072,265397,265399,266960,268857,273478,273851,274311,279777,279779,284857,287183,288778,289134,289686,290091,290657,291482,291938,292238,292428,292430,295201,296691,298478,302651,303327,303719,303743,307970,309547,320033,325793,326437,327329,327444,330790,330981,333207,335392,338519,338521,340489,341372,341768,346797,346799,346801,349382,351997,353622,356681,359748,359965,361862,363464,363530,363812,363841,364223,364502,365692,368486,372271,374606,376439,376795,377380,382123,382969,385883,386640,388527,391420,393740,395152,395396,395398,398379,398899,401913,402111,402337,405536,407412,408224,408611,408905,409629,410520,412567,415380,419000,419676,421922,422027,423785,428942,431074,432297,432350,432352,432455,435357,435359,438121,438637,438689,439557,443872,446292,446515,449218,453258,454006,457668,458371,458785,459509,459817,462996,464850
ENST00000489369	1	693763	693782	ENSG00000107104	KANK1	471433,473139,474460,475278,478185,478433,478475,479712,482453,482455,482551,482645,484022,489356,489453,494966,497417,499277,500047,503197,506973,507109,507223,512451,514826,516018,516789,517248,519035,519558,519851,520885,520887,521264,522336,526025,526027,531205,531964,539205,539207,543417,545890,546124,547695,549002,556266,556886,558460,560876,561736,561945,564907,565891,566170,566324,566326,568181,570588,570733,576653,576809,579010,579063,579512,581384,583422,584287,584323,586667,586822,587608,588367,590504,590526,594016,595768,596104,597808,599455,602404,602924,604870,606424,607127,608875,612927,613396,614668,616228,617762,618644,623458,624327,628719,629103,631701,632012,632261,636352,637472,637996,640380,641498,641839,642940,644015,645164,645753,646838,648489,648767,648916,651482,651510,652812,654139,657296,660476,661172,661366,661590,664634,671416,672744,672794,673766,676387,676924,679968,686545,690430,694418,694420,694422,695092,697297,699745,701258,701553,702459,710767,711279,711537,711885,712496,716752,718457,722562,728916,730999,731001,731068,731070,732523,734775,734777,734877,734930,738051,741183
ENST00000498522	1	35607327	35607409	ENSG00000107140	NA	NA
ENST00000419442	1	131603961	131604053	ENSG00000107263	RAPGEF1	131578102,131578944,131583307,131584598,131590086,131592350,131594422,131595960,131597880,131601299,131601775,131602531,131603592,131603932,131604503,131606768,131608467,131609438,131609517,131611149,131612668,131613008,131614008,131614664,131616423,131619384,131621210,131621983,131622912,131623840,131624494,131624703,131627825,131628523,131630486,131631540,131633149,131634121,131635356,131637657,131639954,131642797,131644082,131647495,131650406,131655692,131656750,131657288,131658297,131660503,131661269,131661289,131661291,131663253,131667523,131669662,131671920,131671922,131673975,131677311,131677313,131683099,131689345,131693169,131694294,131695031,131695141,131695178,131695759,131698152,131698369,131703135,131703329,131703499,131704548,131708179,131711195,131715225,131717255,131717641,131718790,131719643,131726416,131727107,131727832,131728531,131728533,131729436,131731039,131732429,131735241,131736539
ENST00000699288	1	69460673	69465522	ENSG00000107282	APBA1	69428325,69431300,69431302,69433390,69434283,69435037,69435260,69438472,69442270,69442689,69442691,69443509,69443522,69444724,69445320,69447936,69447938,69447940,69448032,69448285,69448687,69448858,69449694,69450856,69450858,69452570,69452649,69452651,69452908,69452910,69452923,69454310,69454884,69456156,69456526,69456989,69459822,69461227,69461879,69462096,69471191,69471392,69471763,69471849,69472599,69472657,69473036,69473647,69473801,69482665,69483751,69484120,69484512,69484958,69490017,69491147,69493048,69493496,69493498,69493721,69494923,69495505,69496261,69498898,69500025,69503291,69503478,69503819,69503936,69504874,69505887,69511615,69513240,69517861,69519273,69519291,69522418,69522910,69523785,69523787,69526050,69526762,69526931,69526933,69526935,69527174,69527920,69530200,69530357,69531603,69532567,69533861,69533880,69533882,69536944,69538181,69539807,69543802,69544252,69544421,69544440,69544718,69548229,69549028,69550149,69553998,69555200,69558152,69559284,69559286,69559334,69560109,69560312,69560588,69561213,69563525,69565726,69566060,69566614,69566774,69567350,69568465,69568467,69570242,69570244,69571061,69571179,69572332,69576398,69579174,69579716,69581258,69583205,69583806,69590863,69591064,69591840,69591858,69593349,69595553,69596132,69596939,69597121,69597976,69602860,69603076,69604191,69604279,69604327,69604375,69604465,69604511,69604557,69604645,69604691,69604739,69604827,69604921,69605423,69605933,69607920,69607922,69608108,69610055,69611266,69614836,69616946,69618122,69618283,69619769,69619771,69620804,69620950,69621504,69622926,69626288,69627407,69628231,69631598,69632008,69638620,69638622,69638634,69643613,69646316,69646318,69647638,69647964,69649645,69653078,69653118,69653983,69659489,69660236,69660314,69661660,69665388,69665390,69669456,69670288
ENST00000265381	2	69460673;69495338	69465522;69495534	ENSG00000107282	APBA1	69428325,69431300,69431302,69433390,69434283,69435037,69435260,69438472,69442270,69442689,69442691,69443509,69443522,69444724,69445320,69447936,69447938,69447940,69448032,69448285,69448687,69448858,69449694,69450856,69450858,69452570,69452649,69452651,69452908,69452910,69452923,69454310,69454884,69456156,69456526,69456989,69459822,69461227,69461879,69462096,69471191,69471392,69471763,69471849,69472599,69472657,69473036,69473647,69473801,69482665,69483751,69484120,69484512,69484958,69490017,69491147,69493048,69493496,69493498,69493721,69494923,69495505,69496261,69498898,69500025,69503291,69503478,69503819,69503936,69504874,69505887,69511615,69513240,69517861,69519273,69519291,69522418,69522910,69523785,69523787,69526050,69526762,69526931,69526933,69526935,69527174,69527920,69530200,69530357,69531603,69532567,69533861,69533880,69533882,69536944,69538181,69539807,69543802,69544252,69544421,69544440,69544718,69548229,69549028,69550149,69553998,69555200,69558152,69559284,69559286,69559334,69560109,69560312,69560588,69561213,69563525,69565726,69566060,69566614,69566774,69567350,69568465,69568467,69570242,69570244,69571061,69571179,69572332,69576398,69579174,69579716,69581258,69583205,69583806,69590863,69591064,69591840,69591858,69593349,69595553,69596132,69596939,69597121,69597976,69602860,69603076,69604191,69604279,69604327,69604375,69604465,69604511,69604557,69604645,69604691,69604739,69604827,69604921,69605423,69605933,69607920,69607922,69608108,69610055,69611266,69614836,69616946,69618122,69618283,69619769,69619771,69620804,69620950,69621504,69622926,69626288,69627407,69628231,69631598,69632008,69638620,69638622,69638634,69643613,69646316,69646318,69647638,69647964,69649645,69653078,69653118,69653983,69659489,69660236,69660314,69661660,69665388,69665390,69669456,69670288
ENST00000614293	1	137028075	137028288	ENSG00000107331	ABCA2	137008235,137009471,137010495,137017862,137023001,137023842,137026798,137027029
ENST00000376962	1	72364462	72364592	ENSG00000107372	ZFAND5	72351766,72351867,72353901,72354876,72354998,72355132,72355637,72355876,72362345,72362388,72363265,72364204
ENST00000699117	1	98429791	98429889	ENSG00000107521	HPS1	98411561,98411975,98413112,98414216,98414279,98415269,98416605,98416607,98417846,98424756,98426607,98429309,98431174,98431975,98432029,98434873,98436180,98439304,98439508,98441326,98442022,98442558
ENST00000325103	1	98442388	98442957	ENSG00000107521	HPS1	98411561,98411975,98413112,98414216,98414279,98415269,98416605,98416607,98417846,98424756,98426607,98429309,98431174,98431975,98432029,98434873,98436180,98439304,98439508,98441326,98442022,98442558
ENST00000374189	1	48424514	48424585	ENSG00000107643	MAPK8	48308398,48308599,48310772,48311128,48313715,48313717,48314747,48316144,48316548,48318714,48318716,48318718,48321731,48322165,48324305,48325625,48326101,48327047,48330898,48330907,48332399,48334508,48335084,48335249,48337182,48340100,48340111,48340113,48340742,48341935,48343850,48343852,48347863,48353043,48354487,48357468,48358821,48358960,48360035,48361889,48364019,48368218,48368671,48372020,48376909,48380602,48383583,48386507,48397199,48399315,48399617,48399619,48399621,48400597,48402775,48403072,48404609,48406456,48407627,48407928,48409389,48413036,48416283,48418978,48419290,48422465,48423815,48429422,48434004,48434535,48436604,48437241,48437693,48438168,48439266
ENST00000371996	1	87507833	87508238	ENSG00000107789	MINPP1	87505474,87509240,87511999,87514267,87519392,87519716,87525337,87525339,87525797,87526021,87530012,87530014,87531272,87531473,87531475,87537910,87538889,87540320,87542358,87543523,87544577,87547003,87552122
ENST00000265997	1	92243169	92243279	ENSG00000107864	CPEB3	92048037,92051320,92051322,92051346,92051819,92053262,92055004,92062401,92062849,92069958,92071240,92072221,92072223,92077615,92077617,92079429,92081208,92081585,92082423,92089043,92092438,92093576,92094298,92098029,92098261,92098454,92099201,92102634,92108383,92109049,92110164,92111779,92118276,92119861,92121422,92128386,92128719,92129032,92130125,92130569,92130600,92130779,92132036,92135703,92135927,92137270,92138040,92138068,92138070,92139452,92141173,92141397,92142465,92143311,92145497,92145499,92145501,92149502,92150580,92155077,92158074,92165580,92166263,92168757,92168940,92170095,92172634,92173544,92175303,92175649,92177722,92179729,92179795,92180282,92183825,92184473,92186258,92187462,92200206,92202429,92203905,92207262,92211389,92214198,92214200,92214627,92214761,92214763,92215906,92217312,92218533,92219652,92222963,92223521,92228858,92232926,92235483,92240346,92243123,92248894,92249516,92252853,92254368,92258198,92263220,92263800,92263802,92264196,92266553,92266555,92268313,92268886,92268888,92269702,92270357,92273921,92274200,92277763,92281777,92281779,92282128,92284312,92284314,92286453,92287958
ENST00000375897	1	27223207	27223239	ENSG00000107897	ACBD5	27168475,27173266,27173268,27174223,27177794,27178975,27178977,27182444,27183332,27183334,27187870,27188844,27188846,27196070,27201856,27204168,27204591,27206660,27208295,27208706,27217541,27219170,27220686,27222441,27224899,27226796,27227219,27228626,27231055,27232473,27233535,27236760,27240476
ENST00000368815	1	125742220	125742345	ENSG00000107938	EDRF1	125720268,125720408,125720410,125720412,125720414,125720416,125720418,125721741,125723015,125723661,125725628,125730134,125730740,125737437,125739511,125740066,125740404,125743062,125751927,125760454,125760456,125762180,125764000
ENST00000687592	1	110951608	110951792	ENSG00000108061	SHOC2	110922049,110922990,110923549,110923793,110924253,110925760,110926036,110928763,110930625,110931635,110931637,110932801,110933667,110934878,110934880,110938836,110940515,110942275,110948852,110952804,110953032,110956063,110956130,110959994,110966412,110966994,110970287,110977246,110977390,110977545,110980921,110982321,110984846,110986072,110987757,110989468,110996395,110997426,110997473,111003024,111003677,111006133,111013123,111015139
ENST00000691974	1	35045454	35045709	ENSG00000108094	CUL2	35010798,35018631,35019628,35027289,35031866,35032910,35033234,35033387,35036266,35038212,35038957,35039529,35040831,35040833,35043246,35044998,35045000,35045435,35045437,35045573,35048037,35048053,35048055,35048207,35050877,35060222,35060557,35060638,35064848,35066652,35067612,35068667,35072076,35075842,35079316,35081761,35083131,35083330,35083368,35087676,35088819,35088821,35089605,35089607,35089719,35089800,35092523,35092533,35093934,35095192,35096481,35097827,35099644,35104137,35108634,35108814,35109372,35110753,35110755,35111072,35111074,35112617,35112619,35115200,35115867,35118122,35118144,35120077,35125170
ENST00000225394	1	29578962	29578988	ENSG00000108262	GIT1	29574483,29577074,29578860,29578970,29580043,29580275,29580283,29582805,29583306,29584006,29585163,29587233,29590207,29590842
ENST00000590941	2	44310704;44317040	44311513;44317123	ENSG00000108309	RUNDC3A	44311523,44311525,44311774,44312879,44312980,44313027,44314087,44317427,44317540
ENST00000393606	1	44212344	44212454	ENSG00000108312	UBTF	44206198,44211179,44211199,44212691,44216661,44217189
ENST00000343638	2	44212344;44219445	44212454;44219750	ENSG00000108312	UBTF	44206198,44211179,44211199,44212691,44216661,44217189
ENST00000583273	1	58527156	58528030	ENSG00000108387	SEPTIN4	58521097,58523850,58525164,58525189,58525605,58532414,58532585,58533529,58534268,58534866,58534945,58536389,58539019,58539070,58539801,58542975
ENST00000262294	1	59090017	59090092	ENSG00000108395	TRIM37	58984346,58994258,58996338,58999036,59000734,59005663,59006155,59010476,59011700,59016643,59017514,59019309,59022642,59028501,59028543,59028851,59029408,59030698,59033575,59034504,59036983,59039141,59039150,59039152,59039169,59044175,59045978,59049278,59052306,59053832,59059240,59063594,59066325,59067681,59067865,59068410,59069215,59076409,59076479,59076481,59076489,59078503,59080034,59084455,59084792,59088573,59088575,59090445,59100520,59100890,59101087,59104267,59104634
ENST00000613721	1	59886505	59886622	ENSG00000108423	TUBD1	59861991,59862191,59863334,59867568,59867789,59868361,59876413,59876794,59877825,59881390,59885251,59886125,59886127,59890023,59890651
ENST00000640866	1	46948566	46948657	ENSG00000108433	GOSR2	46925017,46929542,46930807,46931808,46932137,46932734,46933466,46933468,46934390,46937006,46940867,46943156,46943670,46945910,46947202,46949629,46952289,46953289,46953513,46955633,46956435,46959036,46959038,46967178,46967629,46968724,46970947,46971550,46971593,46971838,46972920,46973114,46973806
ENST00000381311	1	4969500	4969520	ENSG00000108509	CAMTA2	4968038,4981108,4981131,4984401
ENST00000700532	1	5418015	5418141	ENSG00000108559	NUP88	5362809,5363156,5364600,5366724,5367956,5368156,5368225,5368227,5369845,5370178,5371629,5373402,5377990,5378127,5379033,5379071,5379400,5379944,5380848,5385377,5385379,5386603,5389090,5392204,5397608,5400364,5404277,5404838,5405202,5405286,5414069
ENST00000461069	3	19343175;19346950;19357572	19343550;19347173;19357634	ENSG00000108641	B9D1	19335406,19335765,19336070,19336501,19339934,19341647,19341820,19341822,19350589,19353333,19354397,19354886,19355397,19357548,19361087,19364928,19365629,19366899,19367949,19369224,19369283,19369692,19369694,19370860,19371037,19372333,19372351,19374020,19374692,19377066
ENST00000359872	1	33291408	33293295	ENSG00000108684	ASIC2	33013677,33017500,33019395,33019480,33019501,33019559,33025246,33025402,33025404,33025406,33027154,33027762,33031885,33033821,33033823,33034956,33035113,33035707,33038056,33038558,33038686,33039524,33042080,33044776,33044980,33045315,33045960,33046726,33048547,33048938,33050444,33053352,33054576,33055034,33055242,33056131,33057191,33058428,33059506,33059625,33064889,33064895,33066329,33067966,33068401,33071588,33074920,33076613,33076974,33077461,33077951,33084999,33085022,33087169,33087707,33087980,33093025,33094288,33095085,33095456,33095711,33096075,33096077,33096419,33099137,33106409,33107522,33109802,33110036,33111376,33113320,33113322,33116171,33116606,33117320,33118074,33119697,33122916,33123552,33124373,33124375,33124943,33125692,33127244,33128463,33128465,33128520,33128796,33129052,33129885,33130580,33131130,33131241,33131384,33131627,33132574,33132576,33132578,33132596,33132608,33132834,33133070,33134032,33136108,33136412,33136414,33136466,33136490,33140803,33142375,33143086,33145331,33145559,33147741,33149642,33150006,33150159,33154791,33158961,33159888,33160578,33161186,33161391,33161393,33161395,33164569,33164627,33165472,33171055,33172156,33172634,33172871,33174561,33174710,33177263,33178475,33178664,33178770,33178994,33179115,33179117,33179362,33183471,33191005,33193543,33195325,33195745,33197323,33197675,33197677,33198221,33198391,33198811,33201595,33201900,33204720,33205095,33207828,33209771,33214100,33214791,33214802,33215187,33219845,33222495,33222557,33224147,33224585,33228741,33228941,33229565,33231420,33232226,33235406,33235408,33235537,33236211,33236620,33238517,33241375,33241733,33241777,33243096,33243285,33243797,33244511,33245112,33247790,33247792,33247794,33252341,33253041,33253362,33253364,33254090,33254497,33254853,33256123,33256481,33257653,33258076,33258880,33258901,33259429,33259706,33259874,33260347,33260840,33264325,33264349,33265548,33266745,33267203,33267205,33267207,33267221,33267988,33268076,33269989,33270519,33270563,33272127,33275899,33277105,33280333,33281659,33282026,33283217,33284300,33284722,33285659,33285676,33286567,33289092,33289394,33290440,33293774,33293776,33293854,33293933,33296014,33296016,33298563,33300831,33301802,33305052,33305131,33305133,33306612,33308264,33308266,33310733,33312100,33314390,33314923,33316418,33317158,33318308,33319260,33320972,33323292,33325426,33325502,33330544,33332261,33333393,33333730,33334375,33334377,33338512,33340909,33341248,33342459,33342461,33342486,33342705,33342707,33342957,33344174,33345211,33345814,33346717,33348620,33350262,33351978,33352738,33352740,33353253,33356872,33359600,33363582,33366441,33367005,33368233,33370021,33370362,33370639,33376406,33376473,33377656,33377889,33378069,33378223,33380407,33381982,33382239,33382770,33383997,33385023,33385176,33386787,33387193,33389731,33389733,33389755,33390765,33390977,33392122,33393044,33395021,33397309,33397442,33400634,33402177,33402191,33403145,33404622,33404673,33405114,33405255,33408133,33411111,33413901,33414262,33414918,33416141,33418315,33418748,33419062,33420308,33420310,33421739,33422764,33423117,33423262,33423773,33425244,33427040,33430113,33430891,33433092,33435499,33436823,33437831,33439487,33439906,33439908,33442472,33444469,33445136,33450225,33452099,33452233,33452641,33453947,33455252,33455433,33456396,33457750,33457752,33461366,33461404,33463594,33463786,33464038,33467616,33469555,33470056,33470058,33470363,33470706,33472363,33473056,33477212,33477594,33478928,33479648,33480448,33482278,33486267,33489511,33491462,33491464,33491539,33494333,33494335,33496016,33498863,33498934,33500564,33502804,33505892,33506596,33506852,33508562,33508778,33510079,33510513,33510921,33514178,33514272,33517260,33517976,33518381,33519471,33521883,33523900,33525164,33526850,33527120,33527666,33527668,33528758,33530745,33532295,33532399,33534316,33537434,33538092,33539840,33541704,33541825,33548532,33549150,33549249,33550783,33553919,33554522,33563570,33563939,33564126,33564614,33565548,33567052,33567851,33569628,33570439,33571804,33572902,33575696,33575852,33575854,33576197,33576329,33576704,33581309,33585996,33585998,33588159,33588161,33590814,33593285,33593483,33598439,33598479,33598689,33598980,33598982,33599200,33600299,33601694,33602748,33603555,33604185,33605117,33605662,33605681,33605827,33606474,33608019,33608530,33610111,33610302,33611717,33611890,33614748,33620869,33621181,33626804,33627029,33628436,33630918,33632415,33633569,33635957,33636769,33636864,33636866,33636990,33638536,33638544,33641434,33641436,33641595,33643344,33643806,33647798,33651037,33651991,33651997,33652382,33652788,33653476,33658667,33658669,33660911,33664365,33667269,33669020,33670033,33671048,33671260,33671262,33677972,33679233,33680134,33680786,33680880,33681153,33682640,33683686,33685072,33685358,33686002,33686737,33687955,33688552,33689042,33690451,33691348,33691816,33691818,33691820,33694838,33695452,33695454,33695696,33696133,33699497,33704198,33704401,33704403,33705982,33707802,33710103,33712593,33714091,33714279,33719412,33721331,33723844,33723928,33724805,33724975,33726004,33726439,33726999,33732008,33736371,33738450,33741298,33744491,33747368,33748272,33748849,33748851,33749213,33749215,33749549,33750039,33754171,33756014,33759710,33760906,33765898,33766598,33769301,33769324,33775277,33775624,33775653,33779108,33779121,33781024,33781978,33783430,33783432,33784826,33784984,33786851,33788817,33791693,33792889,33793236,33795343,33795699,33796976,33797028,33797042,33797570,33800003,33800790,33800993,33802081,33803160,33806200,33806417,33806907,33808242,33809404,33809620,33809772,33811882,33814072,33816349,33816506,33822317,33823002,33823004,33824781,33827755,33827966,33828071,33828189,33830021,33830978,33831772,33833089,33833555,33838925,33838927,33839032,33839034,33840473,33842156,33843620,33843788,33844207,33845708,33846000,33846320,33846503,33846643,33847668,33850262,33852085,33852321,33852323,33853398,33854242,33854244,33854246,33854248,33854303,33854408,33854523,33859757,33859759,33859829,33862159,33862474,33862723,33864341,33865415,33866966,33867952,33867954,33868933,33871115,33875031,33876370,33876817,33877109,33877502,33882801,33884660,33885136,33886489,33886815,33887225,33887445,33887982,33888913,33889370,33890274,33890348,33890381,33892023,33894768,33894928,33894941,33895307,33895550,33895552,33896192,33898062,33900426,33900827,33900864,33901162,33902928,33903472,33904031,33904536,33906474,33907433,33912847,33915713,33916174,33917883,33917956,33918854,33918856,33919361,33920248,33920657,33920876,33921448,33921450,33922014,33924894,33925118,33925310,33925312,33926660,33928939,33931843,33932365,33933198,33933331,33933605,33934791,33934966,33936042,33938803,33938959,33940043,33943033,33943423,33943788,33945986,33946463,33947591,33948557,33948805,33949133,33952519,33954820,33958009,33958841,33965748,33967380,33967390,33967392,33967771,33971516,33972316,33973943,33974470,33976429,33978290,33979139,33979279,33981761,33984659,33987048,33988194,33989994,33991315,33991513,33992929,33994349,33995061,33997295,33999489,34000156,34003935,34003963,34004052,34005962,34006309,34006311,34007609,34007733,34007735,34009885,34010915,34010965,34011030,34011082,34011176,34012476,34013437,34013809,34013811,34014761,34014763,34016055,34016643,34017097,34020164,34022614,34024345,34024431,34025797,34025804,34025806,34026320,34026322,34026857,34028559,34029467,34030221,34031504,34032624,34036064,34036574,34036704,34037047,34037298,34038222,34038405,34038407,34039001,34040657,34040871,34042829,34043048,34043060,34043570,34043611,34043996,34045603,34046509,34047143,34047746,34049160,34049622,34049675,34049689,34050310,34050931,34053009,34053581,34054130,34054848,34057776,34058298,34061688,34062085,34062231,34065076,34065755,34067528,34071116,34073975,34074302,34074304,34077663,34077822,34079224,34079296,34079906,34079967,34082704,34082980,34083013,34083488,34086936,34091934,34092916,34093614,34094770,34094811,34094813,34096435,34097818,34098031,34105231,34106508,34106623,34106960,34106962,34106982,34107030,34107869,34108279,34108966,34109243,34109410,34114418,34116993,34116995,34118506,34121749,34124020,34125152,34126458,34127540,34127781,34128513,34128720,34134785,34136876,34137105,34138106,34138424,34141014,34141808,34142847,34143534,34143536,34143643,34144329,34147626,34148180,34148984,34150152,34151422,34151424,34152985,34154045,34154316,34164319,34165077,34165079,34166591,34167205,34167207,34167209,34167246,34167886,34168976,34169445,34173115,34173825,34173878,34174351
ENST00000505658	1	50737287	50737479	ENSG00000108848	LUC7L3	50720618,50720751,50723529,50724906,50726057,50729375,50731046,50737603,50741601,50747479,50754110,50755015,50755073
ENST00000240304	2	50737287;50750747	50737479;50751617	ENSG00000108848	LUC7L3	50720618,50720751,50723529,50724906,50726057,50729375,50731046,50737603,50741601,50747479,50754110,50755015,50755073
ENST00000269095	2	43900471;43906080	43900598;43906151	ENSG00000108852	MPP2	43876718,43878223,43880373,43881415,43882424,43882457,43883513,43886259,43886445,43886745,43887044,43887046,43887236,43887246,43887425,43887989,43888566,43889506,43889957,43893374,43893376,43894485,43895782,43896197,43897992,43898374,43902749,43902922,43904157,43905045,43906668
ENST00000592554	1	68540547	68540723	ENSG00000108950	FAM20A	68535956,68539176,68539336,68543463,68545381,68546224,68547319,68550823,68553871,68553977,68554035,68558903,68560213,68560661,68562431,68562481,68562699,68563095,68563434,68563528,68564540,68565166,68570532,68570787,68576032,68577269,68578296,68582242,68586325,68588643,68592047,68592214,68595040,68595131,68595133,68599305
ENST00000396448	2	48831342;48855972	48831398;48857365	ENSG00000109180	OCIAD1	48806123,48808338,48812151,48814057,48814770,48814772,48815447,48822239,48823082,48824525,48824880,48825295,48825981,48826932,48830188,48830677,48831877,48840399,48840672,48840885,48844214,48846864,48854492,48857339,48858022,48858068,48860828,48861100,48861242,48861466
