ensembl_transcript_id	TXNAME	H9-FT_1	transcript_length
ENST00000448788	ENST00000448788.1	0.33972	572
ENST00000448815	ENST00000448815.2	0.24151	542
ENST00000448823	ENST00000448823.2	0.17247	869
ENST00000448833	ENST00000448833.5	2.06938	711
ENST00000448834	ENST00000448834.1	0.12076	692
ENST00000448851	ENST00000448851.5	0.24151	580
ENST00000448864	ENST00000448864.6	22.54127	553
ENST00000448869	ENST00000448869.1	0.12076	758
ENST00000448875	ENST00000448875.1	115.6839	158
ENST00000448897	ENST00000448897.1	1.20756	232
ENST00000448905	ENST00000448905.6	4.12797	812
ENST00000448944	ENST00000448944.1	0.627	656
ENST00000448971	ENST00000448971.5	8.51784	610
ENST00000449007	ENST00000449007.1	30.67193	110
ENST00000449038	ENST00000449038.5	0.12076	762
ENST00000449039	ENST00000449039.5	2.89814	729
ENST00000449050	ENST00000449050.5	0.26011	903
ENST00000449056	ENST00000449056.1	0.12285	717
ENST00000449063	ENST00000449063.2	0.12076	752
ENST00000449069	ENST00000449069.2	0.20401	762
ENST00000449073	ENST00000449073.2	0.24151	625
ENST00000449115	ENST00000449115.1	1.20756	551
ENST00000449185	ENST00000449185.1	4.98466	736
ENST00000449190	ENST00000449190.5	0.41265	869
ENST00000449202	ENST00000449202.5	0.36227	826
ENST00000449209	ENST00000449209.1	0.12207	578
ENST00000449289	ENST00000449289.7	0.38105	545
ENST00000449299	ENST00000449299.5	0.74582	849
ENST00000449305	ENST00000449305.5	0.163	748
ENST00000449330	ENST00000449330.1	0.48302	839
ENST00000449335	ENST00000449335.5	0.48682	675
ENST00000449358	ENST00000449358.2	0.12076	538
ENST00000449366	ENST00000449366.5	0.42244	542
ENST00000449367	ENST00000449367.5	0.80317	745
ENST00000449432	ENST00000449432.3	0.12076	836
ENST00000449462	ENST00000449462.1	0.12076	474
ENST00000449480	ENST00000449480.5	0.12493	784
ENST00000449482	ENST00000449482.1	0.49324	554
ENST00000449483	ENST00000449483.1	0.36227	735
ENST00000449494	ENST00000449494.5	0.12076	622
ENST00000449500	ENST00000449500.3	4.9273	847
ENST00000449505	ENST00000449505.5	0.2483	517
ENST00000449508	ENST00000449508.1	0.24792	593
ENST00000449529	ENST00000449529.1	0.25818	689
ENST00000449538	ENST00000449538.3	0.77629	715
ENST00000449563	ENST00000449563.5	0.15779	580
ENST00000449579	ENST00000449579.2	0.73935	855
ENST00000449589	ENST00000449589.6	0.46903	827
ENST00000449600	ENST00000449600.1	0.12076	486
ENST00000449648	ENST00000449648.2	0.12076	483
ENST00000449680	ENST00000449680.5	0.56918	788
ENST00000449696	ENST00000449696.3	0.24151	632
ENST00000449697	ENST00000449697.9	0.20887	839
ENST00000449714	ENST00000449714.2	0.24151	936
ENST00000449724	ENST00000449724.5	0.12741	982
ENST00000449737	ENST00000449737.5	0.15526	472
ENST00000449746	ENST00000449746.1	0.12076	446
ENST00000449786	ENST00000449786.2	0.12076	690
ENST00000449832	ENST00000449832.1	0.36227	765
ENST00000449928	ENST00000449928.1	0.12076	492
ENST00000449930	ENST00000449930.5	3.74342	954
ENST00000449940	ENST00000449940.1	0.12076	472
ENST00000449942	ENST00000449942.6	1.66428	613
ENST00000449944	ENST00000449944.5	0.12935	927
ENST00000449945	ENST00000449945.5	0.12076	887
ENST00000449949	ENST00000449949.5	0.1248	463
ENST00000449958	ENST00000449958.1	0.06038	850
ENST00000449984	ENST00000449984.1	2.53587	830
ENST00000449986	ENST00000449986.2	0.12076	635
ENST00000450004	ENST00000450004.1	0.36227	649
ENST00000450023	ENST00000450023.6	1.69058	564
ENST00000450036	ENST00000450036.1	3.75316	985
ENST00000450080	ENST00000450080.1	0.12076	364
ENST00000450087	ENST00000450087.1	0.99647	578
ENST00000450093	ENST00000450093.3	10.68075	585
ENST00000450097	ENST00000450097.1	0.60378	560
ENST00000450116	ENST00000450116.6	4.74012	418
ENST00000450129	ENST00000450129.2	0.04025	841
ENST00000450162	ENST00000450162.6	4.2796	766
ENST00000450195	ENST00000450195.6	7.99958	702
ENST00000450227	ENST00000450227.1	0.04025	545
ENST00000450234	ENST00000450234.5	0.12076	611
ENST00000450235	ENST00000450235.5	0.12775	850
ENST00000450245	ENST00000450245.1	0.36227	976
ENST00000450256	ENST00000450256.1	0.36963	936
ENST00000450257	ENST00000450257.2	0.23389	348
ENST00000450258	ENST00000450258.1	0.24151	347
ENST00000450260	ENST00000450260.1	2.97354	605
ENST00000450290	ENST00000450290.1	0.24151	769
ENST00000450293	ENST00000450293.6	0.12076	190
ENST00000450299	ENST00000450299.6	0.03623	722
ENST00000450304	ENST00000450304.1	2.45383	437
ENST00000450350	ENST00000450350.1	0.50286	633
ENST00000450370	ENST00000450370.1	0.24151	284
ENST00000450376	ENST00000450376.1	0.6134	520
ENST00000450427	ENST00000450427.1	0.12076	503
ENST00000450445	ENST00000450445.1	0.36227	428
ENST00000450462	ENST00000450462.6	3.44001	633
ENST00000450482	ENST00000450482.5	0.12176	781
ENST00000450489	ENST00000450489.1	0.12076	765
ENST00000450506	ENST00000450506.5	0.4946	903
ENST00000450522	ENST00000450522.1	0.12076	746
ENST00000450587	ENST00000450587.1	0.12076	669
ENST00000450589	ENST00000450589.6	48.19424	631
ENST00000450622	ENST00000450622.1	3.30955	512
ENST00000450670	ENST00000450670.5	0.24151	508
ENST00000450679	ENST00000450679.2	1.56982	514
ENST00000450713	ENST00000450713.1	0.60378	605
ENST00000450732	ENST00000450732.1	0.20959	710
ENST00000450743	ENST00000450743.5	0.38311	849
ENST00000450756	ENST00000450756.5	0.50725	590
ENST00000450761	ENST00000450761.6	0.24261	636
ENST00000450784	ENST00000450784.5	0.73399	543
ENST00000450808	ENST00000450808.2	0.24259	950
ENST00000450820	ENST00000450820.2	0.12076	970
ENST00000450829	ENST00000450829.5	0.06962	550
ENST00000450845	ENST00000450845.7	1.29168	680
ENST00000450884	ENST00000450884.5	0.12925	825
ENST00000450888	ENST00000450888.6	0.24151	576
ENST00000450898	ENST00000450898.1	0.36773	464
ENST00000450904	ENST00000450904.6	4.9468	662
ENST00000450917	ENST00000450917.1	0.60378	974
ENST00000450981	ENST00000450981.5	0.36227	721
ENST00000450996	ENST00000450996.1	0.13051	568
ENST00000451005	ENST00000451005.5	0.12907	782
ENST00000451028	ENST00000451028.1	0.12076	517
ENST00000451091	ENST00000451091.2	0.25624	898
ENST00000451101	ENST00000451101.1	0.12076	717
ENST00000451114	ENST00000451114.1	0.12558	376
ENST00000451118	ENST00000451118.1	6.03778	805
ENST00000451149	ENST00000451149.1	0.36227	436
ENST00000451153	ENST00000451153.1	0.62353	715
ENST00000451174	ENST00000451174.1	1.0224	808
ENST00000451241	ENST00000451241.2	0.12382	514
ENST00000451244	ENST00000451244.1	0.12076	574
ENST00000451264	ENST00000451264.1	0.60855	508
ENST00000451284	ENST00000451284.6	0.06038	982
ENST00000451299	ENST00000451299.6	0.47662	928
ENST00000451303	ENST00000451303.1	1.17322	711
ENST00000451310	ENST00000451310.1	0.49702	801
ENST00000451311	ENST00000451311.7	981.52691	622
ENST00000451322	ENST00000451322.1	0.77562	795
ENST00000451367	ENST00000451367.3	0.12076	662
ENST00000451368	ENST00000451368.1	8.9995	611
ENST00000451496	ENST00000451496.2	0.12076	904
ENST00000451507	ENST00000451507.1	0.50717	441
ENST00000451509	ENST00000451509.5	0.1321	517
ENST00000451514	ENST00000451514.1	0.12076	346
ENST00000451518	ENST00000451518.1	0.02415	555
ENST00000451538	ENST00000451538.1	0.13396	546
ENST00000451553	ENST00000451553.1	0.36227	724
ENST00000451581	ENST00000451581.1	0.24151	518
ENST00000451586	ENST00000451586.1	0.37718	515
ENST00000451612	ENST00000451612.5	0.36227	587
ENST00000451616	ENST00000451616.6	0.36227	971
ENST00000451619	ENST00000451619.1	0.12076	631
ENST00000451645	ENST00000451645.2	0.12076	502
ENST00000451647	ENST00000451647.1	0.24151	919
ENST00000451656	ENST00000451656.1	0.12076	470
ENST00000451674	ENST00000451674.6	3.43685	938
ENST00000451730	ENST00000451730.1	0.05894	512
ENST00000451737	ENST00000451737.1	0.24151	663
ENST00000451759	ENST00000451759.5	1.19224	835
ENST00000451771	ENST00000451771.5	0.23713	562
ENST00000451795	ENST00000451795.3	0.26566	646
ENST00000451799	ENST00000451799.2	0.65523	971
ENST00000451812	ENST00000451812.1	0.12076	333
ENST00000451820	ENST00000451820.1	0.12076	336
ENST00000451821	ENST00000451821.6	1.4857	646
ENST00000451859	ENST00000451859.5	1.07989	740
ENST00000451869	ENST00000451869.1	0.12076	444
ENST00000451872	ENST00000451872.6	0.12076	708
ENST00000451882	ENST00000451882.3	8.21138	689
ENST00000451893	ENST00000451893.5	0.29681	514
ENST00000451897	ENST00000451897.5	0.36227	380
ENST00000451920	ENST00000451920.2	0.24151	587
ENST00000451940	ENST00000451940.6	1.03811	662
ENST00000451958	ENST00000451958.5	0.26679	594
ENST00000451969	ENST00000451969.1	0.10414	836
ENST00000451973	ENST00000451973.1	0.36227	575
ENST00000451998	ENST00000451998.1	0.24151	582
ENST00000452018	ENST00000452018.6	0.14494	809
ENST00000452025	ENST00000452025.5	0.18366	779
ENST00000452050	ENST00000452050.7	0.02415	640
ENST00000452055	ENST00000452055.6	1.74592	792
ENST00000452073	ENST00000452073.2	0.12076	395
ENST00000452077	ENST00000452077.5	0.12209	577
ENST00000452091	ENST00000452091.1	0.24151	489
ENST00000452101	ENST00000452101.1	0.29477	583
ENST00000452109	ENST00000452109.1	0.39412	953
ENST00000452133	ENST00000452133.1	0.44251	674
ENST00000452207	ENST00000452207.1	0.12076	382
ENST00000452208	ENST00000452208.1	0.09057	759
ENST00000452212	ENST00000452212.1	0.00235	726
ENST00000452214	ENST00000452214.5	0.21455	663
ENST00000452238	ENST00000452238.5	0.06038	583
ENST00000452312	ENST00000452312.1	0.38534	709
ENST00000452314	ENST00000452314.5	1.19732	545
ENST00000452388	ENST00000452388.1	0.12076	923
ENST00000452391	ENST00000452391.2	0.12076	837
ENST00000452395	ENST00000452395.3	0.83838	769
ENST00000452413	ENST00000452413.1	0.12627	589
ENST00000452429	ENST00000452429.5	0.24201	894
ENST00000452467	ENST00000452467.1	0.36227	383
ENST00000452483	ENST00000452483.1	0.12076	547
ENST00000452499	ENST00000452499.1	0.15094	373
ENST00000452540	ENST00000452540.1	0.12076	973
ENST00000452560	ENST00000452560.5	0.51614	580
ENST00000452581	ENST00000452581.5	0.12076	960
ENST00000452582	ENST00000452582.5	1.16936	637
ENST00000452591	ENST00000452591.1	0.96605	184
ENST00000452597	ENST00000452597.5	0.7729	603
ENST00000452640	ENST00000452640.1	0.06038	850
ENST00000452655	ENST00000452655.6	2.16404	854
ENST00000452680	ENST00000452680.3	0.12076	910
ENST00000452707	ENST00000452707.1	0.24375	816
ENST00000452735	ENST00000452735.1	0.12076	550
ENST00000452785	ENST00000452785.2	0.24151	339
ENST00000452806	ENST00000452806.5	0.18168	747
ENST00000452821	ENST00000452821.1	0.12076	795
ENST00000452830	ENST00000452830.5	0.46547	976
ENST00000452882	ENST00000452882.5	0.26026	598
ENST00000452906	ENST00000452906.3	1.22413	585
ENST00000452909	ENST00000452909.1	0.12076	568
ENST00000452917	ENST00000452917.3	0.13175	315
ENST00000452926	ENST00000452926.1	5.62898	537
ENST00000452941	ENST00000452941.1	0.12076	448
ENST00000452942	ENST00000452942.6	1.17678	864
ENST00000452962	ENST00000452962.1	0.24151	822
ENST00000452963	ENST00000452963.6	0.1371	625
ENST00000452989	ENST00000452989.5	0.39591	938
ENST00000452991	ENST00000452991.1	0.12656	460
ENST00000452998	ENST00000452998.1	0.12076	253
ENST00000453011	ENST00000453011.5	0.16419	794
ENST00000453013	ENST00000453013.5	0.24151	733
ENST00000453030	ENST00000453030.5	0.12076	536
ENST00000453087	ENST00000453087.1	0.12076	327
ENST00000453116	ENST00000453116.5	0.12408	803
ENST00000453122	ENST00000453122.1	0.12464	634
ENST00000453130	ENST00000453130.1	0.12076	423
ENST00000453172	ENST00000453172.2	0.26761	959
ENST00000453180	ENST00000453180.5	0.12076	413
ENST00000453199	ENST00000453199.2	0.12076	643
ENST00000453212	ENST00000453212.5	0.12568	956
ENST00000453259	ENST00000453259.2	0.14953	553
ENST00000453289	ENST00000453289.1	0.81673	536
ENST00000453302	ENST00000453302.5	0.25074	581
ENST00000453303	ENST00000453303.5	0.12225	916
ENST00000453348	ENST00000453348.1	0.06038	637
ENST00000453352	ENST00000453352.5	0.17083	581
ENST00000453353	ENST00000453353.2	0.24151	844
ENST00000453374	ENST00000453374.2	0.24151	886
ENST00000453375	ENST00000453375.1	1.83071	456
ENST00000453390	ENST00000453390.5	14.69661	577
ENST00000453392	ENST00000453392.5	0.9747	859
ENST00000453433	ENST00000453433.1	0.06038	915
ENST00000453438	ENST00000453438.1	0.12076	462
ENST00000453478	ENST00000453478.2	0.66854	969
ENST00000453516	ENST00000453516.5	0.1282	817
ENST00000453526	ENST00000453526.6	1.4922	559
ENST00000453532	ENST00000453532.5	0.13072	829
ENST00000453565	ENST00000453565.1	0.48302	980
ENST00000453574	ENST00000453574.1	0.59753	346
ENST00000453576	ENST00000453576.2	0.12076	336
ENST00000453589	ENST00000453589.1	2.11322	447
ENST00000453606	ENST00000453606.5	0.48302	352
ENST00000453607	ENST00000453607.5	0.1533	539
ENST00000453649	ENST00000453649.1	0.06038	517
ENST00000453653	ENST00000453653.5	2.71399	749
ENST00000453677	ENST00000453677.1	0.37001	736
ENST00000453681	ENST00000453681.1	2.32817	635
ENST00000453762	ENST00000453762.1	0.48302	989
ENST00000453775	ENST00000453775.1	0.12076	944
ENST00000453876	ENST00000453876.1	1.38512	587
ENST00000453902	ENST00000453902.1	3.86418	708
ENST00000453932	ENST00000453932.1	0.36227	897
ENST00000453943	ENST00000453943.6	68.31912	935
ENST00000453959	ENST00000453959.5	0.60378	869
ENST00000453979	ENST00000453979.2	0.72453	811
ENST00000453980	ENST00000453980.3	0.57148	695
ENST00000454020	ENST00000454020.1	0.12571	806
ENST00000454037	ENST00000454037.1	0.96605	286
ENST00000454041	ENST00000454041.1	0.15806	503
ENST00000454061	ENST00000454061.5	0.40039	812
ENST00000454083	ENST00000454083.1	2.89814	597
ENST00000454115	ENST00000454115.7	5.59662	480
ENST00000454134	ENST00000454134.1	0.12344	998
ENST00000454146	ENST00000454146.1	0.24151	743
ENST00000454167	ENST00000454167.1	0.72453	707
ENST00000454174	ENST00000454174.5	0.48302	563
ENST00000454202	ENST00000454202.5	0.25266	481
ENST00000454205	ENST00000454205.1	0.12076	299
ENST00000454211	ENST00000454211.1	2.65662	432
ENST00000454212	ENST00000454212.1	1.32239	663
ENST00000454213	ENST00000454213.1	0.12076	828
ENST00000454214	ENST00000454214.1	0.60732	547
ENST00000454217	ENST00000454217.1	0.24151	770
ENST00000454219	ENST00000454219.3	0.36227	749
ENST00000454222	ENST00000454222.5	0.48302	380
ENST00000454225	ENST00000454225.1	0.12076	716
ENST00000454232	ENST00000454232.1	0.68843	598
ENST00000454237	ENST00000454237.1	0.12724	526
ENST00000454277	ENST00000454277.5	0.39996	854
ENST00000454278	ENST00000454278.5	2.78938	595
ENST00000454305	ENST00000454305.1	0.36227	497
ENST00000454307	ENST00000454307.1	0.12076	482
ENST00000454335	ENST00000454335.5	0.51214	631
ENST00000454350	ENST00000454350.5	0.63851	789
ENST00000454380	ENST00000454380.1	0.04025	767
ENST00000454411	ENST00000454411.1	0.12076	444
ENST00000454433	ENST00000454433.5	0.1354	843
ENST00000454443	ENST00000454443.2	0.07331	562
ENST00000454472	ENST00000454472.1	0.25702	850
ENST00000454489	ENST00000454489.1	0.12076	626
ENST00000454495	ENST00000454495.6	1.97619	603
ENST00000454503	ENST00000454503.6	0.12076	644
ENST00000454534	ENST00000454534.1	0.12076	490
ENST00000454540	ENST00000454540.5	0.12076	392
ENST00000454622	ENST00000454622.2	0.12076	682
ENST00000454688	ENST00000454688.5	0.12881	814
ENST00000454723	ENST00000454723.2	0.06038	414
ENST00000454740	ENST00000454740.5	0.37024	923
ENST00000454758	ENST00000454758.1	0.12076	322
ENST00000454769	ENST00000454769.2	0.12076	540
ENST00000454792	ENST00000454792.2	0.437	884
ENST00000454795	ENST00000454795.1	0.36227	836
ENST00000454813	ENST00000454813.1	0.18333	621
ENST00000454819	ENST00000454819.1	2.98905	827
ENST00000454831	ENST00000454831.1	2.41511	521
ENST00000454841	ENST00000454841.5	0.13257	748
ENST00000454871	ENST00000454871.5	0.84528	887
ENST00000454878	ENST00000454878.2	0.12076	894
ENST00000454882	ENST00000454882.2	0.12076	411
ENST00000454924	ENST00000454924.1	0.12076	864
ENST00000454956	ENST00000454956.1	0.13421	546
ENST00000454960	ENST00000454960.1	0.36227	582
ENST00000454972	ENST00000454972.1	0.12076	939
ENST00000454973	ENST00000454973.1	0.12076	450
ENST00000454977	ENST00000454977.1	0.24151	718
ENST00000454980	ENST00000454980.1	0.12076	649
ENST00000454996	ENST00000454996.8	3.78026	935
ENST00000455022	ENST00000455022.1	0.50621	633
ENST00000455031	ENST00000455031.1	0.12076	850
ENST00000455039	ENST00000455039.3	0.12076	643
ENST00000455053	ENST00000455053.5	0.12812	573
ENST00000455060	ENST00000455060.5	0.38602	934
ENST00000455092	ENST00000455092.1	0.12076	232
ENST00000455105	ENST00000455105.1	0.36227	314
ENST00000455128	ENST00000455128.1	0.23249	544
ENST00000455131	ENST00000455131.5	0.66416	733
ENST00000455172	ENST00000455172.2	0.14653	577
ENST00000455201	ENST00000455201.1	0.12076	833
ENST00000455209	ENST00000455209.5	7.57302	792
ENST00000455226	ENST00000455226.5	2.78938	585
ENST00000455230	ENST00000455230.5	0.41246	946
ENST00000455233	ENST00000455233.5	0.36526	671
ENST00000455250	ENST00000455250.2	0.12457	899
ENST00000455270	ENST00000455270.5	0.53493	653
ENST00000455271	ENST00000455271.5	0.53061	923
ENST00000455335	ENST00000455335.2	0.25896	985
ENST00000455336	ENST00000455336.2	5.19249	670
ENST00000455367	ENST00000455367.5	0.60566	487
ENST00000455407	ENST00000455407.5	0.12164	837
ENST00000455434	ENST00000455434.1	0.12076	375
ENST00000455474	ENST00000455474.5	0.17952	299
ENST00000455496	ENST00000455496.1	0.12225	600
ENST00000455503	ENST00000455503.2	3.13965	647
ENST00000455545	ENST00000455545.5	0.12804	539
ENST00000455547	ENST00000455547.5	0.3638	996
ENST00000455559	ENST00000455559.6	10.20008	698
ENST00000455561	ENST00000455561.1	0.24151	343
ENST00000455575	ENST00000455575.1	2.717	544
ENST00000455596	ENST00000455596.5	0.32869	793
ENST00000455599	ENST00000455599.1	0.12076	316
ENST00000455614	ENST00000455614.1	0.12076	491
ENST00000455664	ENST00000455664.6	0.2766	729
ENST00000455712	ENST00000455712.5	0.59456	823
ENST00000455744	ENST00000455744.1	0.24151	378
ENST00000455773	ENST00000455773.7	0.12844	959
ENST00000455796	ENST00000455796.1	0.12076	432
ENST00000455848	ENST00000455848.1	0.36227	431
ENST00000455864	ENST00000455864.6	1.89367	880
ENST00000455866	ENST00000455866.1	0.12076	753
ENST00000455913	ENST00000455913.5	0.12433	718
ENST00000455967	ENST00000455967.1	0.24151	748
ENST00000455984	ENST00000455984.1	10.19607	332
ENST00000455986	ENST00000455986.1	0.12076	810
ENST00000455989	ENST00000455989.1	0.24308	577
ENST00000455999	ENST00000455999.5	0.3003	760
ENST00000456004	ENST00000456004.1	5.95019	607
ENST00000456023	ENST00000456023.1	0.50047	559
ENST00000456058	ENST00000456058.1	0.02908	572
ENST00000456070	ENST00000456070.1	0.24151	346
ENST00000456104	ENST00000456104.5	3.16839	486
ENST00000456125	ENST00000456125.2	0.06038	743
ENST00000456154	ENST00000456154.1	0.92877	485
ENST00000456187	ENST00000456187.1	0.48302	426
ENST00000456189	ENST00000456189.2	0.06038	417
ENST00000456222	ENST00000456222.1	0.24151	558
ENST00000456229	ENST00000456229.1	0.12076	581
ENST00000456235	ENST00000456235.1	0.14429	750
ENST00000456246	ENST00000456246.1	0.13066	846
ENST00000456267	ENST00000456267.5	0.24534	645
ENST00000456273	ENST00000456273.1	2.77738	945
ENST00000456291	ENST00000456291.1	0.12076	888
ENST00000456299	ENST00000456299.2	0.06038	576
ENST00000456312	ENST00000456312.5	0.33251	963
ENST00000456317	ENST00000456317.1	0.12076	926
ENST00000456325	ENST00000456325.5	0.57086	812
ENST00000456333	ENST00000456333.2	0.48302	900
ENST00000456357	ENST00000456357.6	3.26591	667
ENST00000456366	ENST00000456366.1	0.24151	242
ENST00000456378	ENST00000456378.1	8.88358	581
ENST00000456379	ENST00000456379.1	0.17951	680
ENST00000456409	ENST00000456409.6	0.09498	957
ENST00000456420	ENST00000456420.6	6.74405	755
ENST00000456467	ENST00000456467.2	31.0057	987
ENST00000456489	ENST00000456489.1	0.12076	485
ENST00000456491	ENST00000456491.5	0.19055	466
ENST00000456519	ENST00000456519.2	0.24151	642
ENST00000456528	ENST00000456528.5	0.13901	794
ENST00000456551	ENST00000456551.1	0.12076	176
ENST00000456553	ENST00000456553.1	0.36227	279
ENST00000456578	ENST00000456578.6	0.24151	615
ENST00000456587	ENST00000456587.1	0.12076	522
ENST00000456614	ENST00000456614.2	0.24151	735
ENST00000456626	ENST00000456626.1	0.48794	843
ENST00000456634	ENST00000456634.1	0.16101	633
ENST00000456682	ENST00000456682.1	0.12246	661
ENST00000456699	ENST00000456699.6	0.13761	629
ENST00000456757	ENST00000456757.6	0.42264	596
ENST00000456764	ENST00000456764.1	0.12128	846
ENST00000456793	ENST00000456793.2	205.08714	442
ENST00000456809	ENST00000456809.1	1.56982	842
ENST00000456812	ENST00000456812.7	0.37177	753
ENST00000456813	ENST00000456813.3	0.36227	605
ENST00000456859	ENST00000456859.2	0.13537	957
ENST00000456866	ENST00000456866.2	0.13227	643
ENST00000456942	ENST00000456942.1	0.19236	753
ENST00000456944	ENST00000456944.1	0.12076	583
ENST00000456949	ENST00000456949.3	3.80279	869
ENST00000456958	ENST00000456958.7	0.12076	219
ENST00000456977	ENST00000456977.5	0.17727	672
ENST00000457029	ENST00000457029.3	0.63086	602
ENST00000457046	ENST00000457046.3	0.12076	852
ENST00000457063	ENST00000457063.1	0.36227	596
ENST00000457093	ENST00000457093.1	0.12076	486
ENST00000457104	ENST00000457104.6	0.15446	414
ENST00000457109	ENST00000457109.5	0.12444	520
ENST00000457143	ENST00000457143.6	9.89637	589
ENST00000457147	ENST00000457147.1	0.76185	762
ENST00000457149	ENST00000457149.1	4.11502	793
ENST00000457184	ENST00000457184.5	0.28068	724
ENST00000457188	ENST00000457188.6	0.61733	765
ENST00000457189	ENST00000457189.1	0.27888	689
ENST00000457226	ENST00000457226.2	0.60378	736
ENST00000457235	ENST00000457235.5	0.68929	703
ENST00000457264	ENST00000457264.5	0.15402	544
ENST00000457284	ENST00000457284.5	1.21339	523
ENST00000457288	ENST00000457288.2	0.12076	449
ENST00000457299	ENST00000457299.2	0.12076	853
ENST00000457303	ENST00000457303.3	0.72453	559
ENST00000457315	ENST00000457315.1	0.12076	355
ENST00000457321	ENST00000457321.1	0.12076	684
ENST00000457332	ENST00000457332.1	0.24151	215
ENST00000457337	ENST00000457337.1	0.24151	432
ENST00000457383	ENST00000457383.1	5.07174	635
ENST00000457392	ENST00000457392.1	0.12076	545
ENST00000457404	ENST00000457404.6	1.36256	778
ENST00000457419	ENST00000457419.1	0.12334	769
ENST00000457443	ENST00000457443.2	0.06038	807
ENST00000457472	ENST00000457472.2	2.1736	514
ENST00000457489	ENST00000457489.1	0.18113	439
ENST00000457496	ENST00000457496.5	0.12076	556
ENST00000457513	ENST00000457513.2	0.12076	756
ENST00000457524	ENST00000457524.5	0.7284	559
ENST00000457554	ENST00000457554.1	0.12076	255
ENST00000457566	ENST00000457566.1	0.51404	496
ENST00000457571	ENST00000457571.1	0.14487	975
ENST00000457577	ENST00000457577.7	0.01208	740
ENST00000457601	ENST00000457601.1	1.44224	560
ENST00000457606	ENST00000457606.5	0.3606	769
ENST00000457635	ENST00000457635.2	0.12076	968
ENST00000457636	ENST00000457636.5	0.36227	517
ENST00000457649	ENST00000457649.6	0.12076	557
ENST00000457665	ENST00000457665.5	1.78695	974
ENST00000457686	ENST00000457686.5	0.60378	586
ENST00000457688	ENST00000457688.5	0.25593	955
ENST00000457758	ENST00000457758.1	1.36463	548
ENST00000457779	ENST00000457779.6	0.12076	571
ENST00000457808	ENST00000457808.5	0.2435	891
ENST00000457889	ENST00000457889.1	0.60378	997
ENST00000457897	ENST00000457897.1	0.36227	759
ENST00000457918	ENST00000457918.6	0.24412	914
ENST00000457934	ENST00000457934.5	0.10146	553
ENST00000457942	ENST00000457942.1	64.60394	559
ENST00000457945	ENST00000457945.1	0.12076	894
ENST00000457960	ENST00000457960.5	0.13211	881
ENST00000457968	ENST00000457968.5	0.03019	707
ENST00000457974	ENST00000457974.1	0.14768	718
ENST00000457975	ENST00000457975.2	0.36227	439
ENST00000457976	ENST00000457976.2	0.60378	993
ENST00000457981	ENST00000457981.5	0.25557	708
ENST00000458007	ENST00000458007.2	0.24151	744
ENST00000458016	ENST00000458016.5	0.12076	476
ENST00000458020	ENST00000458020.1	0.12076	882
ENST00000458024	ENST00000458024.5	1.45222	758
ENST00000458080	ENST00000458080.1	0.39598	505
ENST00000458103	ENST00000458103.2	0.24151	534
ENST00000458111	ENST00000458111.1	0.36227	527
ENST00000458117	ENST00000458117.6	4.4111	782
ENST00000458138	ENST00000458138.1	0.48302	863
ENST00000458187	ENST00000458187.5	0.13488	673
ENST00000458222	ENST00000458222.5	0.04025	771
ENST00000458237	ENST00000458237.1	0.12076	837
ENST00000458238	ENST00000458238.6	0.12076	777
ENST00000458240	ENST00000458240.5	0.72852	791
ENST00000458252	ENST00000458252.1	0.12076	747
ENST00000458264	ENST00000458264.1	0.36227	468
ENST00000458294	ENST00000458294.5	0.60378	476
ENST00000458339	ENST00000458339.6	0.26376	890
ENST00000458404	ENST00000458404.1	0.65845	715
ENST00000458411	ENST00000458411.1	0.12076	300
ENST00000458455	ENST00000458455.2	168.7001	879
ENST00000458500	ENST00000458500.5	1.17024	585
ENST00000458535	ENST00000458535.6	1.0032	996
ENST00000458616	ENST00000458616.1	2.51581	792
ENST00000458653	ENST00000458653.5	0.81418	596
ENST00000458656	ENST00000458656.5	0.24151	601
ENST00000458679	ENST00000458679.5	0.43833	539
ENST00000458700	ENST00000458700.5	0.12133	296
ENST00000458733	ENST00000458733.5	2.95522	703
ENST00000458763	ENST00000458763.2	0.60378	420
ENST00000458797	ENST00000458797.1	3.13965	330
ENST00000459003	ENST00000459003.1	0.12076	62
ENST00000459188	ENST00000459188.1	0.12076	62
ENST00000459235	ENST00000459235.1	0.24151	104
ENST00000459255	ENST00000459255.1	0.72453	330
ENST00000459274	ENST00000459274.1	1.32831	128
ENST00000459286	ENST00000459286.1	1.20756	306
ENST00000459408	ENST00000459408.1	0.24151	95
ENST00000459540	ENST00000459540.3	0.96605	60
ENST00000459637	ENST00000459637.2	0.55044	501
ENST00000459638	ENST00000459638.5	9.48027	846
ENST00000459653	ENST00000459653.1	0.60378	532
ENST00000459687	ENST00000459687.5	0.36757	504
ENST00000459695	ENST00000459695.1	3.01889	569
ENST00000459744	ENST00000459744.5	7.95103	741
ENST00000459748	ENST00000459748.1	406.34271	321
ENST00000459783	ENST00000459783.5	0.5509	694
ENST00000459799	ENST00000459799.1	0.64779	619
ENST00000459824	ENST00000459824.1	0.24151	532
ENST00000459829	ENST00000459829.1	0.36227	801
ENST00000459834	ENST00000459834.5	0.15761	692
ENST00000459842	ENST00000459842.1	0.12812	627
ENST00000459849	ENST00000459849.1	0.42264	695
ENST00000459856	ENST00000459856.1	0.15813	434
ENST00000459858	ENST00000459858.1	0.16346	795
