ensembl_transcript_id	TXNAME	H9-FT_1	transcript_length
ENST00000332129	ENST00000332129.6	1.67662	9897
ENST00000332175	ENST00000332175.12	6.35448	6095
ENST00000332180	ENST00000332180.10	23.56868	5791
ENST00000332191	ENST00000332191.13	0.68317	5449
ENST00000332272	ENST00000332272.9	0.72453	8370
ENST00000332408	ENST00000332408.9	0.96605	5027
ENST00000332468	ENST00000332468.5	1.28252	8141
ENST00000332624	ENST00000332624.8	20.07943	6389
ENST00000332687	ENST00000332687.11	28.86111	10565
ENST00000332707	ENST00000332707.10	35.13989	6370
ENST00000332839	ENST00000332839.9	26.28504	21116
ENST00000332853	ENST00000332853.9	1.32831	6414
ENST00000332965	ENST00000332965.4	0.29446	5923
ENST00000333027	ENST00000333027.7	6.15267	8906
ENST00000333039	ENST00000333039.4	8.09063	5830
ENST00000333129	ENST00000333129.4	69.43245	9537
ENST00000333229	ENST00000333229.6	9.1157	10141
ENST00000333244	ENST00000333244.6	3.01889	18335
ENST00000333274	ENST00000333274.11	544.22657	5372
ENST00000333396	ENST00000333396.11	2.66085	5347
ENST00000333407	ENST00000333407.11	0.24151	15561
ENST00000333447	ENST00000333447.11	1.1878	5517
ENST00000333479	ENST00000333479.12	13.89086	6974
ENST00000333602	ENST00000333602.14	2.28313	5270
ENST00000333640	ENST00000333640.12	1.31106	5615
ENST00000333681	ENST00000333681.5	2.84325	6881
ENST00000333725	ENST00000333725.10	23.14719	6114
ENST00000333891	ENST00000333891.14	2.1415	20284
ENST00000333896	ENST00000333896.5	9.29488	9075
ENST00000334049	ENST00000334049.11	1.87324	6227
ENST00000334082	ENST00000334082.11	12.07556	5798
ENST00000334116	ENST00000334116.7	6.08307	5238
ENST00000334121	ENST00000334121.11	63.51806	6699
ENST00000334126	ENST00000334126.12	5.64935	7939
ENST00000334197	ENST00000334197.12	5.36862	7984
ENST00000334241	ENST00000334241.9	7.12458	8504
ENST00000334256	ENST00000334256.9	68.68778	8952
ENST00000334344	ENST00000334344.11	63.25895	8598
ENST00000334414	ENST00000334414.11	0.12076	12301
ENST00000334433	ENST00000334433.7	0.65838	9377
ENST00000334444	ENST00000334444.11	15.59847	5790
ENST00000334464	ENST00000334464.7	31.87949	9672
ENST00000334504	ENST00000334504.12	5.85431	6685
ENST00000334512	ENST00000334512.10	57.72044	7615
ENST00000334534	ENST00000334534.10	11.35103	6056
ENST00000334554	ENST00000334554.12	18.1885	5049
ENST00000334574	ENST00000334574.12	2.1736	6418
ENST00000334696	ENST00000334696.11	3.47747	5261
ENST00000334705	ENST00000334705.12	19.16049	5529
ENST00000334736	ENST00000334736.7	6.02344	5508
ENST00000334801	ENST00000334801.7	14.02991	10005
ENST00000334884	ENST00000334884.9	2e-05	6840
ENST00000334955	ENST00000334955.13	56.99918	6406
ENST00000334956	ENST00000334956.15	35.11334	8627
ENST00000334976	ENST00000334976.11	52.62864	9439
ENST00000335012	ENST00000335012.3	0.84529	7159
ENST00000335154	ENST00000335154.10	13.82127	12625
ENST00000335211	ENST00000335211.9	0.36227	11811
ENST00000335251	ENST00000335251.11	29.59424	13208
ENST00000335255	ENST00000335255.10	34.99179	5243
ENST00000335312	ENST00000335312.8	14.77905	5069
ENST00000335350	ENST00000335350.10	11.00451	6841
ENST00000335420	ENST00000335420.10	19.29363	6398
ENST00000335508	ENST00000335508.11	114.86878	6463
ENST00000335509	ENST00000335509.11	4.08714	5248
ENST00000335551	ENST00000335551.11	0.48302	12134
ENST00000335565	ENST00000335565.6	44.51391	8421
ENST00000335670	ENST00000335670.11	41.76585	10827
ENST00000335712	ENST00000335712.11	2.9418	5519
ENST00000335727	ENST00000335727.13	44.48104	17933
ENST00000335750	ENST00000335750.7	5.69443	12048
ENST00000335753	ENST00000335753.8	21.4803	7673
ENST00000335866	ENST00000335866.7	11.03748	5032
ENST00000335877	ENST00000335877.11	32.70853	8154
ENST00000335953	ENST00000335953.9	16.62211	8494
ENST00000336078	ENST00000336078.8	0.53981	6696
ENST00000336086	ENST00000336086.10	1.50328	5658
ENST00000336095	ENST00000336095.10	0.45251	7453
ENST00000336126	ENST00000336126.6	6.6752	7149
ENST00000336156	ENST00000336156.10	17.86774	6338
ENST00000336164	ENST00000336164.9	0.36227	15563
ENST00000336273	ENST00000336273.8	101.30344	7662
ENST00000336278	ENST00000336278.9	26.20397	9754
ENST00000336292	ENST00000336292.11	4.84851	7353
ENST00000336338	ENST00000336338.10	2.1736	7203
ENST00000336349	ENST00000336349.6	17.85161	5601
ENST00000336418	ENST00000336418.9	21.21582	5543
ENST00000336483	ENST00000336483.10	1.96049	5460
ENST00000336505	ENST00000336505.11	17.33411	12111
ENST00000336596	ENST00000336596.7	9.29818	5712
ENST00000336643	ENST00000336643.10	16.36081	5399
ENST00000336648	ENST00000336648.8	0.34828	6010
ENST00000336735	ENST00000336735.9	43.59278	7919
ENST00000336798	ENST00000336798.11	10.14633	6392
ENST00000336824	ENST00000336824.8	15.7865	7904
ENST00000336916	ENST00000336916.8	0.39154	8435
ENST00000336926	ENST00000336926.11	25.60019	8009
ENST00000336930	ENST00000336930.11	1.98254	5212
ENST00000336934	ENST00000336934.10	4.3472	5915
ENST00000337002	ENST00000337002.9	107.49328	6526
ENST00000337120	ENST00000337120.9	10.96772	6043
ENST00000337174	ENST00000337174.7	1.35582	5304
ENST00000337179	ENST00000337179.9	75.60524	9753
ENST00000337195	ENST00000337195.10	11.21437	6989
ENST00000337273	ENST00000337273.10	66.67298	8489
ENST00000337318	ENST00000337318.8	11.35103	5759
ENST00000337331	ENST00000337331.10	16.23545	5348
ENST00000337343	ENST00000337343.9	4.26614	17497
ENST00000337393	ENST00000337393.10	23.92879	5541
ENST00000337435	ENST00000337435.9	0.66977	6553
ENST00000337478	ENST00000337478.3	7.34683	6585
ENST00000337514	ENST00000337514.11	0.12076	7277
ENST00000337530	ENST00000337530.11	19.41385	11795
ENST00000337532	ENST00000337532.9	0.82008	5080
ENST00000337537	ENST00000337537.8	49.53558	6655
ENST00000337653	ENST00000337653.7	0.04025	5296
ENST00000337659	ENST00000337659.11	84.36643	7517
ENST00000337702	ENST00000337702.5	28.23683	5497
ENST00000337817	ENST00000337817.10	0.76396	5351
ENST00000337827	ENST00000337827.8	3.78174	5708
ENST00000337851	ENST00000337851.9	2.95844	9383
ENST00000337907	ENST00000337907.7	3.31798	8026
ENST00000337979	ENST00000337979.9	13.86257	6154
ENST00000338008	ENST00000338008.9	6.5241	6773
ENST00000338037	ENST00000338037.11	3.86445	7088
ENST00000338040	ENST00000338040.6	0.12076	5669
ENST00000338042	ENST00000338042.11	4.74733	5598
ENST00000338074	ENST00000338074.7	7.17095	6276
ENST00000338086	ENST00000338086.9	16.59193	6112
ENST00000338144	ENST00000338144.8	0.96071	5215
ENST00000338146	ENST00000338146.7	6.76232	10769
ENST00000338154	ENST00000338154.11	16.81617	6357
ENST00000338205	ENST00000338205.9	31.74803	7078
ENST00000338244	ENST00000338244.6	17.50649	6953
ENST00000338316	ENST00000338316.9	4.27978	6645
ENST00000338356	ENST00000338356.7	1.72254	6636
ENST00000338368	ENST00000338368.7	39.84603	12784
ENST00000338382	ENST00000338382.11	8.30253	5794
ENST00000338508	ENST00000338508.9	0.36779	7271
ENST00000338595	ENST00000338595.7	0.48302	6715
ENST00000338637	ENST00000338637.13	2.78931	11230
ENST00000338641	ENST00000338641.10	13.91965	5950
ENST00000338700	ENST00000338700.10	7.65589	6755
ENST00000338745	ENST00000338745.11	48.19188	7822
ENST00000338754	ENST00000338754.9	11.95481	5653
ENST00000338758	ENST00000338758.12	4.80529	5394
ENST00000338785	ENST00000338785.8	0.87538	5518
ENST00000338821	ENST00000338821.6	32.96629	7862
ENST00000338920	ENST00000338920.8	38.23715	10355
ENST00000338946	ENST00000338946.11	0.72218	5236
ENST00000338957	ENST00000338957.5	9.10697	8269
ENST00000338965	ENST00000338965.9	4.3472	6364
ENST00000338970	ENST00000338970.10	201.12927	7072
ENST00000338983	ENST00000338983.7	25.64117	7179
ENST00000339077	ENST00000339077.10	31.70803	5619
ENST00000339266	ENST00000339266.10	0.9354	5058
ENST00000339296	ENST00000339296.10	22.76047	8389
ENST00000339362	ENST00000339362.9	0.82695	7342
ENST00000339394	ENST00000339394.7	22.6992	5246
ENST00000339450	ENST00000339450.10	10.61509	5377
ENST00000339488	ENST00000339488.9	32.30637	25280
ENST00000339490	ENST00000339490.7	7.0705	6121
ENST00000339514	ENST00000339514.8	16.32257	5026
ENST00000339561	ENST00000339561.12	0.06038	5706
ENST00000339566	ENST00000339566.7	6.58556	6277
ENST00000339594	ENST00000339594.9	85.90368	6115
ENST00000339656	ENST00000339656.8	8.60638	6885
ENST00000339732	ENST00000339732.10	0.24151	5057
ENST00000339746	ENST00000339746.9	9.80124	5368
ENST00000339824	ENST00000339824.7	7.00383	17775
ENST00000339865	ENST00000339865.9	34.19163	7775
ENST00000339868	ENST00000339868.10	1.3819	5678
ENST00000339876	ENST00000339876.11	0.88443	10336
ENST00000339907	ENST00000339907.8	1e-05	8287
ENST00000340126	ENST00000340126.9	0.03653	5414
ENST00000340208	ENST00000340208.9	0.85982	6192
ENST00000340281	ENST00000340281.9	69.47349	9729
ENST00000340360	ENST00000340360.10	9.12957	5681
ENST00000340369	ENST00000340369.4	0.12076	6461
ENST00000340417	ENST00000340417.8	8.33967	6121
ENST00000340434	ENST00000340434.5	30.54374	10099
ENST00000340553	ENST00000340553.8	2.11893	5437
ENST00000340592	ENST00000340592.10	3.74342	5584
ENST00000340634	ENST00000340634.6	0.84529	9090
ENST00000340645	ENST00000340645.10	30.67213	11199
ENST00000340648	ENST00000340648.6	31.26849	5078
ENST00000340652	ENST00000340652.5	4.83023	11322
ENST00000340694	ENST00000340694.8	11.00171	9689
ENST00000340700	ENST00000340700.9	0.12076	7501
ENST00000340738	ENST00000340738.9	6.24284	5834
ENST00000340748	ENST00000340748.8	17.52511	5408
ENST00000340829	ENST00000340829.10	12.78581	5455
ENST00000340834	ENST00000340834.10	16.22	9416
ENST00000340855	ENST00000340855.11	39.59628	7580
ENST00000340908	ENST00000340908.9	15.62395	11552
ENST00000341068	ENST00000341068.8	13.32605	7762
ENST00000341099	ENST00000341099.6	3.08745	6842
ENST00000341156	ENST00000341156.9	0.30189	5368
ENST00000341184	ENST00000341184.7	10.6265	5394
ENST00000341255	ENST00000341255.4	23.42659	5419
ENST00000341259	ENST00000341259.7	1.93209	5431
ENST00000341319	ENST00000341319.8	0.02106	6295
ENST00000341360	ENST00000341360.7	0.79433	8875
ENST00000341376	ENST00000341376.11	22.30759	6209
ENST00000341394	ENST00000341394.9	89.61113	5514
ENST00000341423	ENST00000341423.10	247.48656	5456
ENST00000341446	ENST00000341446.9	6.03778	6703
ENST00000341500	ENST00000341500.9	37.12894	8954
ENST00000341511	ENST00000341511.11	0.33062	8103
ENST00000341514	ENST00000341514.11	3.19962	8492
ENST00000341516	ENST00000341516.10	47.90259	5946
ENST00000341547	ENST00000341547.8	0.75786	7237
ENST00000341657	ENST00000341657.9	22.51857	7506
ENST00000341697	ENST00000341697.7	1.50424	5262
ENST00000341776	ENST00000341776.7	27.08768	6003
ENST00000341861	ENST00000341861.9	7.98544	8699
ENST00000341893	ENST00000341893.8	29.40599	7672
ENST00000341976	ENST00000341976.5	10.3443	6940
ENST00000341998	ENST00000341998.7	0.18113	10990
ENST00000342085	ENST00000342085.9	18.87832	7184
ENST00000342160	ENST00000342160.7	23.29819	14796
ENST00000342175	ENST00000342175.11	2.06046	82380
ENST00000342179	ENST00000342179.9	0.71091	6015
ENST00000342203	ENST00000342203.8	22.83005	5752
ENST00000342247	ENST00000342247.10	4.50787	10090
ENST00000342251	ENST00000342251.7	1.12648	7313
ENST00000342274	ENST00000342274.8	1.66437	6390
ENST00000342316	ENST00000342316.8	3.7215	11684
ENST00000342320	ENST00000342320.8	21.52135	5761
ENST00000342449	ENST00000342449.8	60.85195	17728
ENST00000342494	ENST00000342494.8	5.91774	5730
ENST00000342512	ENST00000342512.4	2.446	6194
ENST00000342579	ENST00000342579.8	36.76977	10607
ENST00000342695	ENST00000342695.9	2.29436	7372
ENST00000342697	ENST00000342697.5	25.41081	5605
ENST00000342704	ENST00000342704.11	49.27168	7344
ENST00000342711	ENST00000342711.6	2.29436	6161
ENST00000342743	ENST00000342743.6	1.93209	5342
ENST00000342745	ENST00000342745.5	21.4945	5390
ENST00000342771	ENST00000342771.10	35.4587	7469
ENST00000342788	ENST00000342788.9	7.50779	12097
ENST00000342907	ENST00000342907.3	15.49484	7920
ENST00000342922	ENST00000342922.8	2.67713	6005
ENST00000342981	ENST00000342981.8	1e-05	5667
ENST00000342988	ENST00000342988.8	55.46899	8772
ENST00000342992	ENST00000342992.11	8.62868	101520
ENST00000343067	ENST00000343067.9	5.54911	6031
ENST00000343090	ENST00000343090.11	15.39861	5905
ENST00000343110	ENST00000343110.3	4.83023	5769
ENST00000343200	ENST00000343200.9	6.92476	9455
ENST00000343218	ENST00000343218.10	15.59257	5492
ENST00000343225	ENST00000343225.4	0.15654	5509
ENST00000343325	ENST00000343325.9	12.71238	6465
ENST00000343348	ENST00000343348.11	104.96706	6828
ENST00000343455	ENST00000343455.8	45.01755	10384
ENST00000343505	ENST00000343505.10	20.1303	7063
ENST00000343516	ENST00000343516.8	7.12458	5839
ENST00000343526	ENST00000343526.9	27.37958	8488
ENST00000343529	ENST00000343529.9	116.09705	11565
ENST00000343629	ENST00000343629.11	19.24742	5013
ENST00000343736	ENST00000343736.9	9.20769	7698
ENST00000343776	ENST00000343776.10	0.90567	8543
ENST00000343882	ENST00000343882.10	26.96876	7308
ENST00000343889	ENST00000343889.8	0.06038	6453
ENST00000343958	ENST00000343958.9	5.89229	9291
ENST00000344041	ENST00000344041.10	4.78317	6621
ENST00000344096	ENST00000344096.4	31.2278	8888
ENST00000344113	ENST00000344113.8	21.36116	21777
ENST00000344157	ENST00000344157.9	0.04025	6233
ENST00000344204	ENST00000344204.9	39.03211	11460
ENST00000344337	ENST00000344337.11	37.95462	6888
ENST00000344624	ENST00000344624.8	8.17004	5416
ENST00000344626	ENST00000344626.10	12.15089	5577
ENST00000344641	ENST00000344641.8	10.23758	9594
ENST00000344657	ENST00000344657.5	1.04655	6804
ENST00000344683	ENST00000344683.10	0.72088	8008
ENST00000344691	ENST00000344691.8	1.23042	7274
ENST00000344698	ENST00000344698.6	0.6741	5348
ENST00000344721	ENST00000344721.8	0.69352	5712
ENST00000344722	ENST00000344722.5	1e-05	5356
ENST00000344730	ENST00000344730.8	2.48355	11615
ENST00000344733	ENST00000344733.9	0.21459	5469
ENST00000344836	ENST00000344836.9	60.95374	5831
ENST00000344862	ENST00000344862.10	5.60133	13567
ENST00000344876	ENST00000344876.9	13.50114	5925
ENST00000344920	ENST00000344920.9	23.56743	6421
ENST00000344922	ENST00000344922.10	46.70428	8126
ENST00000344930	ENST00000344930.7	0.67532	5174
ENST00000344936	ENST00000344936.7	0.38984	5060
ENST00000344951	ENST00000344951.8	8.00794	6592
ENST00000345003	ENST00000345003.9	11.4723	5996
ENST00000345063	ENST00000345063.8	0.24151	5482
ENST00000345080	ENST00000345080.5	11.10952	5446
ENST00000345093	ENST00000345093.9	15.28149	5593
ENST00000345097	ENST00000345097.8	3.55061	7832
ENST00000345122	ENST00000345122.8	81.37111	9589
ENST00000345127	ENST00000345127.9	7.25312	5878
ENST00000345356	ENST00000345356.10	0.68299	5886
ENST00000345365	ENST00000345365.11	3.85725	9966
ENST00000345530	ENST00000345530.8	0.83435	6931
ENST00000345617	ENST00000345617.7	2.66671	8976
ENST00000345716	ENST00000345716.9	61.90862	5139
ENST00000345877	ENST00000345877.6	17.46038	5284
ENST00000345988	ENST00000345988.7	6.76232	6251
ENST00000346027	ENST00000346027.10	16.94657	5640
ENST00000346085	ENST00000346085.10	50.12388	10813
ENST00000346128	ENST00000346128.10	1.38869	7950
ENST00000346169	ENST00000346169.7	47.33153	5405
ENST00000346177	ENST00000346177.6	2.92832	9042
ENST00000346183	ENST00000346183.8	25.31162	6328
ENST00000346436	ENST00000346436.11	12.28648	5589
ENST00000346541	ENST00000346541.7	2.14133	7737
ENST00000346562	ENST00000346562.6	0.9981	5847
ENST00000346618	ENST00000346618.8	6.5926	5036
ENST00000346667	ENST00000346667.8	0.03019	5376
ENST00000346874	ENST00000346874.9	2.45047	5869
ENST00000346964	ENST00000346964.6	2.31211	5034
ENST00000346991	ENST00000346991.9	0.4984	9573
ENST00000347108	ENST00000347108.7	9.66029	7068
ENST00000347136	ENST00000347136.11	21.45685	6729
ENST00000347230	ENST00000347230.9	6.85604	9674
ENST00000347364	ENST00000347364.7	24.42398	6714
ENST00000347404	ENST00000347404.10	0.76323	5737
ENST00000347528	ENST00000347528.8	0.76408	8237
ENST00000347613	ENST00000347613.9	6.32768	6711
ENST00000347615	ENST00000347615.6	5.06283	5788
ENST00000347616	ENST00000347616.5	5.42739	5507
ENST00000347624	ENST00000347624.4	0.06038	5881
ENST00000347635	ENST00000347635.9	31.45038	5151
ENST00000347982	ENST00000347982.9	1.16614	7688
ENST00000348022	ENST00000348022.6	10.43041	5739
ENST00000348165	ENST00000348165.10	28.36193	5214
ENST00000348261	ENST00000348261.11	7.64096	8219
ENST00000348332	ENST00000348332.8	23.56542	7381
ENST00000348367	ENST00000348367.9	8.09063	6372
ENST00000348370	ENST00000348370.9	12.17692	5905
ENST00000348403	ENST00000348403.10	15.51514	6451
ENST00000348476	ENST00000348476.7	22.25209	5562
ENST00000348502	ENST00000348502.10	7.27406	5032
ENST00000348513	ENST00000348513.12	106.51726	5150
ENST00000348520	ENST00000348520.10	39.09563	15091
ENST00000348824	ENST00000348824.11	1.9719	5295
ENST00000348831	ENST00000348831.9	4.98906	6902
ENST00000348962	ENST00000348962.7	0.43977	5999
ENST00000349129	ENST00000349129.7	3.48345	7957
ENST00000349139	ENST00000349139.6	14.95974	10004
ENST00000349213	ENST00000349213.7	28.16457	5811
ENST00000349223	ENST00000349223.9	3.58741	6328
ENST00000349384	ENST00000349384.10	2.60004	7440
ENST00000349533	ENST00000349533.11	1.63636	8211
ENST00000349721	ENST00000349721.8	1.85351	5748
ENST00000349780	ENST00000349780.9	45.63308	6232
ENST00000349880	ENST00000349880.9	8.72311	11492
ENST00000349945	ENST00000349945.7	20.03814	13289
ENST00000350026	ENST00000350026.11	2.74603	8211
ENST00000350061	ENST00000350061.11	5.04236	9369
ENST00000350082	ENST00000350082.10	4.79161	6137
ENST00000350199	ENST00000350199.8	18.60213	5104
ENST00000350302	ENST00000350302.8	10.84579	10356
ENST00000350537	ENST00000350537.9	1.5854	5842
ENST00000350721	ENST00000350721.9	12.04177	8158
ENST00000350763	ENST00000350763.9	3.02416	8500
ENST00000350773	ENST00000350773.9	0.84476	5538
ENST00000350878	ENST00000350878.9	12.66954	7600
ENST00000350908	ENST00000350908.9	24.42912	6543
ENST00000351017	ENST00000351017.9	2.44137	5778
ENST00000351218	ENST00000351218.6	16.04043	6090
ENST00000351298	ENST00000351298.9	0.58653	6015
ENST00000351677	ENST00000351677.7	36.03903	6073
ENST00000351718	ENST00000351718.8	31.47167	6228
ENST00000351773	ENST00000351773.7	17.53513	7027
ENST00000351948	ENST00000351948.8	23.82159	5173
ENST00000352105	ENST00000352105.11	0.0966	7526
ENST00000352251	ENST00000352251.8	13.53896	5182
ENST00000352385	ENST00000352385.3	20.95961	6363
ENST00000352410	ENST00000352410.9	15.19351	5793
ENST00000352511	ENST00000352511.5	66.78707	11782
ENST00000352645	ENST00000352645.5	41.1119	5906
ENST00000352689	ENST00000352689.11	51.67807	11136
ENST00000352732	ENST00000352732.10	21.01148	8424
ENST00000352767	ENST00000352767.7	9.07773	5484
ENST00000352832	ENST00000352832.9	1.22128	7848
ENST00000352998	ENST00000352998.7	2.66771	6760
ENST00000353234	ENST00000353234.5	9.90561	7190
ENST00000353267	ENST00000353267.8	49.44412	10095
ENST00000353331	ENST00000353331.8	6.21316	7110
ENST00000353364	ENST00000353364.7	9.76185	14950
ENST00000353383	ENST00000353383.6	24.50913	7677
ENST00000353411	ENST00000353411.11	226.5147	9386
ENST00000353414	ENST00000353414.8	3.22146	7173
ENST00000353442	ENST00000353442.10	17.93329	7950
ENST00000354179	ENST00000354179.9	2.17291	12136
ENST00000354181	ENST00000354181.8	10.53481	8072
ENST00000354204	ENST00000354204.10	17.15399	5253
ENST00000354212	ENST00000354212.9	8.92482	6975
ENST00000354221	ENST00000354221.5	2.26893	5191
ENST00000354234	ENST00000354234.8	0.25637	6139
ENST00000354250	ENST00000354250.7	13.00781	5725
ENST00000354268	ENST00000354268.9	13.21115	5094
ENST00000354336	ENST00000354336.8	45.40412	5342
ENST00000354353	ENST00000354353.9	0.20042	5732
ENST00000354366	ENST00000354366.8	14.11318	14008
ENST00000354386	ENST00000354386.10	0.58775	5226
ENST00000354410	ENST00000354410.9	8.80288	5824
ENST00000354436	ENST00000354436.6	19.49398	13229
ENST00000354452	ENST00000354452.8	40.10886	8041
ENST00000354485	ENST00000354485.5	0.65639	6912
ENST00000354558	ENST00000354558.7	4.81298	6428
ENST00000354611	ENST00000354611.9	12.84809	5123
ENST00000354625	ENST00000354625.6	1.30825	5195
ENST00000354631	ENST00000354631.7	0.54423	8230
ENST00000354744	ENST00000354744.8	0.63819	5931
ENST00000354749	ENST00000354749.6	10.88297	9084
ENST00000354764	ENST00000354764.9	32.06317	11090
ENST00000354785	ENST00000354785.11	6.62939	8390
ENST00000354817	ENST00000354817.8	27.67998	5266
ENST00000354828	ENST00000354828.7	8.33495	5120
ENST00000354858	ENST00000354858.11	0.42228	5059
ENST00000354911	ENST00000354911.9	31.76476	5912
ENST00000354958	ENST00000354958.6	11.8637	14751
ENST00000354959	ENST00000354959.9	4.46178	5235
ENST00000354960	ENST00000354960.8	7.64355	6959
ENST00000354981	ENST00000354981.7	14.7959	5276
ENST00000355044	ENST00000355044.8	10.86894	8746
ENST00000355072	ENST00000355072.11	26.67282	13472
ENST00000355086	ENST00000355086.8	31.23157	22920
ENST00000355112	ENST00000355112.8	5.49204	5240
ENST00000355123	ENST00000355123.9	4.07797	6122
ENST00000355235	ENST00000355235.8	9.01813	5155
ENST00000355238	ENST00000355238.11	48.79941	6443
ENST00000355260	ENST00000355260.8	0.60655	6731
ENST00000355280	ENST00000355280.11	17.13007	5017
ENST00000355312	ENST00000355312.8	4.96943	5598
ENST00000355349	ENST00000355349.4	0.48302	6027
ENST00000355354	ENST00000355354.13	28.96846	5228
ENST00000355371	ENST00000355371.9	11.45309	6871
ENST00000355422	ENST00000355422.11	1.61045	9161
ENST00000355430	ENST00000355430.4	0.72577	5442
ENST00000355431	ENST00000355431.8	23.32846	5864
ENST00000355446	ENST00000355446.9	2.5163	5796
ENST00000355451	ENST00000355451.8	25.93988	8036
ENST00000355460	ENST00000355460.6	0.78998	5941
ENST00000355476	ENST00000355476.8	74.05272	5395
ENST00000355481	ENST00000355481.8	4.26441	15377
ENST00000355485	ENST00000355485.7	6.87322	8671
ENST00000355502	ENST00000355502.7	0.12076	5979
ENST00000355520	ENST00000355520.6	5.73696	7569
ENST00000355528	ENST00000355528.9	16.42444	7159
ENST00000355540	ENST00000355540.7	6.81421	12590
ENST00000355585	ENST00000355585.9	0.43989	7402
ENST00000355621	ENST00000355621.8	71.32323	5162
ENST00000355624	ENST00000355624.8	46.22077	6399
ENST00000355640	ENST00000355640.3	0.69446	8584
ENST00000355689	ENST00000355689.6	2.41511	5744
ENST00000355703	ENST00000355703.4	6.88307	7102
ENST00000355710	ENST00000355710.8	0.29382	5617
ENST00000355749	ENST00000355749.7	93.81835	5496
ENST00000355754	ENST00000355754.7	0.36227	6141
ENST00000355774	ENST00000355774.7	2.96997	7820
ENST00000355797	ENST00000355797.7	19.05564	5661
ENST00000355832	ENST00000355832.10	9.30279	9001
ENST00000355837	ENST00000355837.4	17.86421	14667
ENST00000355867	ENST00000355867.9	1.18766	8306
ENST00000355898	ENST00000355898.6	8.66196	7716
ENST00000355946	ENST00000355946.7	9.09504	11425
ENST00000356031	ENST00000356031.8	0.45103	5662
ENST00000356056	ENST00000356056.10	40.37487	12478
ENST00000356063	ENST00000356063.9	7.35239	5240
ENST00000356073	ENST00000356073.8	21.51909	8317
ENST00000356079	ENST00000356079.9	23.74109	10552
ENST00000356083	ENST00000356083.8	24.19124	7813
ENST00000356100	ENST00000356100.6	0.05175	12480
ENST00000356136	ENST00000356136.8	21.39365	5117
ENST00000356141	ENST00000356141.9	11.05131	6304
ENST00000356166	ENST00000356166.11	15.38191	5196
ENST00000356178	ENST00000356178.8	1.32659	5333
ENST00000356183	ENST00000356183.9	21.44037	7090
ENST00000356239	ENST00000356239.8	29.90255	12476
ENST00000356245	ENST00000356245.8	61.16824	10227
ENST00000356321	ENST00000356321.4	44.9211	5439
ENST00000356327	ENST00000356327.9	3.51916	5855
ENST00000356331	ENST00000356331.9	1.09797	9211
ENST00000356346	ENST00000356346.7	4.31407	14683
ENST00000356352	ENST00000356352.6	1.37824	5569
ENST00000356357	ENST00000356357.9	11.99216	5417
ENST00000356384	ENST00000356384.4	1.44907	5770
ENST00000356387	ENST00000356387.6	0.90567	10811
ENST00000356435	ENST00000356435.9	63.98307	9472
ENST00000356443	ENST00000356443.9	1.56982	5707
ENST00000356447	ENST00000356447.9	19.24647	6433
ENST00000356467	ENST00000356467.5	17.82476	7192
ENST00000356554	ENST00000356554.7	83.79997	8576
ENST00000356575	ENST00000356575.9	17.4551	7443
ENST00000356577	ENST00000356577.10	65.79624	8393
ENST00000356584	ENST00000356584.8	1.0854	5292
ENST00000356641	ENST00000356641.7	6.17216	6891
ENST00000356713	ENST00000356713.5	2.53587	5702
ENST00000356763	ENST00000356763.8	14.85294	5016
ENST00000356766	ENST00000356766.11	1.44907	5114
ENST00000356770	ENST00000356770.8	10.12512	7523
ENST00000356805	ENST00000356805.9	50.92589	10211
ENST00000356825	ENST00000356825.8	4.96424	10445
ENST00000356834	ENST00000356834.7	0.40081	5173
ENST00000356847	ENST00000356847.8	14.37587	7673
ENST00000356853	ENST00000356853.10	2.51306	8020
ENST00000356860	ENST00000356860.8	11.04413	7542
ENST00000356865	ENST00000356865.11	0.194	6767
ENST00000356884	ENST00000356884.11	11.85459	6448
ENST00000356928	ENST00000356928.2	10.71921	8736
ENST00000356956	ENST00000356956.6	41.51285	14061
ENST00000356958	ENST00000356958.8	2.85922	6822
ENST00000356971	ENST00000356971.3	0.31688	6227
ENST00000357008	ENST00000357008.7	10.0462	6438
ENST00000357033	ENST00000357033.9	18.80757	13992
ENST00000357058	ENST00000357058.7	6.84866	5254
ENST00000357060	ENST00000357060.8	2.90328	5367
ENST00000357077	ENST00000357077.9	4.92096	14215
ENST00000357085	ENST00000357085.5	1.0868	9418
ENST00000357086	ENST00000357086.10	0.65956	9767
ENST00000357115	ENST00000357115.9	9.56596	10353
ENST00000357121	ENST00000357121.5	13.69936	5138
ENST00000357137	ENST00000357137.9	11.46081	7938
ENST00000357162	ENST00000357162.7	8.08642	14011
ENST00000357182	ENST00000357182.9	6.22388	5122
ENST00000357183	ENST00000357183.9	0.12076	6524
ENST00000357195	ENST00000357195.8	3.50191	8528
ENST00000357242	ENST00000357242.10	3.53971	5729
ENST00000357244	ENST00000357244.7	22.58669	8964
ENST00000357248	ENST00000357248.8	15.32862	5855
ENST00000357258	ENST00000357258.8	56.79367	27125
ENST00000357260	ENST00000357260.6	3.01889	5951
ENST00000357277	ENST00000357277.8	6.27929	7978
ENST00000357310	ENST00000357310.5	5.47774	7055
ENST00000357337	ENST00000357337.11	11.66412	15257
ENST00000357387	ENST00000357387.8	39.40922	9533
ENST00000357388	ENST00000357388.8	77.13043	5116
ENST00000357430	ENST00000357430.8	26.06662	5577
