isoform_id	hmm_acc	hmm_name	clan	orf_aa_start	orf_aa_end	type	bit_score	E_value	significant	residue	domain_isotype	domain_isotype_simple	transcriptStart	transcriptEnd	pfamStarExon	pfamEndExon	pfamStartGenomic	pfamEndGenomic
ENST00000374227.8	PF00096.31	zf-C2H2	CL0361	517	539	Domain	23.4	6.9e-5	1	NA	Reference	Reference	1585	1653	4	4	113043069	113043001
ENST00000374227.8	PF00096.31	zf-C2H2	CL0361	545	567	Domain	32.1	1.2e-7	1	NA	Reference	Reference	1669	1737	4	4	113042985	113042917
ENST00000374227.8	PF00096.31	zf-C2H2	CL0361	573	595	Domain	22.6	1.2e-4	1	NA	Reference	Reference	1753	1821	4	4	113042901	113042833
ENST00000374227.8	PF00096.31	zf-C2H2	CL0361	601	623	Domain	29.5	7.8e-7	1	NA	Reference	Reference	1837	1905	4	4	113042817	113042749
ENST00000374319.8	PF00096.31	zf-C2H2	CL0361	114	136	Domain	24	4.5e-5	1	NA	Reference	Reference	650	718	6	6	213049869	213049801
ENST00000374319.8	PF00096.31	zf-C2H2	CL0361	142	164	Domain	18.4	0.0025	1	NA	Reference	Reference	734	802	6	6	213049785	213049717
ENST00000374319.8	PF00096.31	zf-C2H2	CL0361	170	193	Domain	18	0.0036	1	NA	Reference	Reference	818	889	7	7	213022119	213022048
ENST00000374329.1	PF01532.25	Glyco_hydro_47	CL0059	1	388	Repeat	453.2	1.3e-135	1	NA	Truncation	Non-reference	595	1758	2	11	25746718	25783747
ENST00000374332.9	PF01532.25	Glyco_hydro_47	CL0059	181	617	Repeat	518.1	2.6e-155	1	NA	Reference	Reference	1548	2858	2	12	25686440	25783747
ENST00000374366.7	PF01428.21	zf-AN1	CL0229	593	631	Family	34.1	2.7e-8	1	NA	Complex	Non-reference	2701	2817	10	11	45618189	45616505
ENST00000374382.4	PF03009.22	GDPD	CL0036	229	404	Family	84	2e-23	1	NA	Complex	Non-reference	763	1290	8	12	70426994	70429968
ENST00000374382.4	PF13653.11	GDPD_2	CL0036	444	473	Domain	30.7	3.8e-7	1	NA	Reference	Reference	1408	1497	13	13	70432329	70432418
ENST00000374431.7	PF00001.26	7tm_1	CL0192	66	311	Family	134.4	6e-39	1	NA	Reference	Reference	580	1317	4	5	110942018	110875583
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	207	229	Domain	25.6	1.4e-5	1	NA	Reference	Reference	952	1020	4	4	43557461	43557393
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	235	257	Domain	26.3	8.1e-6	1	NA	Reference	Reference	1036	1104	4	4	43557377	43557309
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	263	285	Domain	24.7	2.6e-5	1	NA	Reference	Reference	1120	1188	4	4	43557293	43557225
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	291	313	Domain	26.3	7.9e-6	1	NA	Reference	Reference	1204	1272	4	4	43557209	43557141
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	319	341	Domain	28.5	1.7e-6	1	NA	Reference	Reference	1288	1356	4	4	43557125	43557057
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	347	369	Domain	24.3	3.5e-5	1	NA	Reference	Reference	1372	1440	4	4	43557041	43556973
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	375	397	Domain	29.1	1.1e-6	1	NA	Reference	Reference	1456	1524	4	4	43556957	43556889
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	403	425	Domain	24.3	3.5e-5	1	NA	Reference	Reference	1540	1608	4	4	43556873	43556805
ENST00000374446.7	PF00096.31	zf-C2H2	CL0361	431	453	Domain	28.5	1.6e-6	1	NA	Reference	Reference	1624	1692	4	4	43556789	43556721
ENST00000374454.1	PF00595.29	PDZ	CL0466	47	125	Domain	66.7	2.2e-18	1	NA	Reference	Reference	310	546	4	7	70288462	70287289
ENST00000374467.4	PF00452.24	Bcl-2	CL0551	78	177	Family	100.4	7.9e-29	1	NA	Reference	Reference	515	814	4	5	33575416	33574034
ENST00000374541.4	PF09379.15	FERM_N	CL0072	33	97	Domain	79.1	2e-22	1	NA	Reference	Reference	203	397	2	5	109463338	109454573
ENST00000374541.4	PF00373.23	FERM_M	CL0632	112	222	Domain	95.7	2.6e-27	1	NA	Reference	Reference	440	772	5	9	109454530	109436892
ENST00000374541.4	PF09380.15	FERM_C	CL0266	226	316	Domain	96.1	1.6e-27	1	NA	Reference	Reference	782	1054	10	12	109433161	109427003
ENST00000374541.4	PF00595.29	PDZ	CL0466	510	595	Domain	67.5	1.2e-18	1	NA	Reference	Reference	1634	1891	16	18	109410049	109406469
ENST00000374541.4	PF00102.32	Y_phosphatase	CL0031	670	900	Domain	278.1	7.1e-83	1	NA	Reference	Reference	2114	2806	20	26	109391507	109379598
ENST00000374571.5	PF13639.11	zf-RING_2	CL0229	538	581	Domain	43.5	3.5e-11	1	NA	Reference	Reference	1761	1892	2	2	69161462	69161331
ENST00000374583.1	PF13639.11	zf-RING_2	CL0229	593	636	Domain	43.3	3.9e-11	1	NA	Reference	Reference	2084	2215	1	1	69161462	69161331
ENST00000374584.3	PF13639.11	zf-RING_2	CL0229	405	448	Domain	43.9	2.5e-11	1	NA	Reference	Reference	1507	1638	3	3	69161462	69161331
ENST00000374644.8	PF01404.24	Ephrin_lbd	CL0202	32	204	Domain	229.6	3e-68	1	NA	Reference	Reference	166	684	1	3	22563729	22576669
ENST00000374644.8	PF00041.26	fn3	CL0159	328	430	Domain	32.9	7e-8	1	NA	Complex	Non-reference	1054	1362	5	5	22588873	22589181
ENST00000374647.10	PF04762.17	IKI3	CL0186	1	954	Repeat	1064	0	1	NA	Reference	Reference	317	3178	2	27	108931146	108893082
ENST00000374690.9	PF02166.21	Androgen_recep	No_Clan	6	449	Family	841.2	3.3e-253	1	NA	Deletion	Non-reference	1142	2473	1	1	67545162	67546493
ENST00000374690.9	PF00105.23	zf-C4	CL0167	558	627	Domain	93.8	7.8e-27	1	NA	Reference	Reference	2798	3007	2	3	67643311	67686122
ENST00000374690.9	PF00104.35	Hormone_recep	No_Clan	690	881	Domain	111.9	3.3e-32	1	NA	Reference	Reference	3194	3769	4	8	67711584	67723721
ENST00000374695.8	PF00057.23	Ldl_recept_a	No_Clan	197	234	Repeat	40.3	3.2e-10	1	NA	Reference	Reference	682	795	7	7	21888052	21887939
ENST00000374695.8	PF00057.23	Ldl_recept_a	No_Clan	283	319	Repeat	47.6	1.8e-12	1	NA	Reference	Reference	940	1050	8	8	21887531	21887421
ENST00000374695.8	PF00057.23	Ldl_recept_a	No_Clan	323	359	Repeat	41.7	1.2e-10	1	NA	Reference	Reference	1060	1170	9	9	21887326	21887216
ENST00000374695.8	PF00057.23	Ldl_recept_a	No_Clan	366	403	Repeat	39.2	7.4e-10	1	NA	Reference	Reference	1189	1302	10	10	21885434	21885321
ENST00000374695.8	PF13927.11	Ig_3	CL0159	405	483	Domain	62.9	3.6e-17	1	NA	Reference	Reference	1306	1542	11	12	21885155	21884825
ENST00000374695.8	PF00052.23	Laminin_B	CL0202	595	729	Domain	126.7	6.7e-37	1	NA	Reference	Reference	1876	2280	14	16	21881374	21880371
ENST00000374695.8	PF00053.29	Laminin_EGF	CL0001	764	811	Domain	36.7	4.2e-9	1	NA	Truncation	Non-reference	2383	2526	17	18	21880160	21879032
ENST00000374695.8	PF00053.29	Laminin_EGF	CL0001	814	869	Domain	26.7	5.6e-6	1	NA	Insertion	Non-reference	2533	2700	18	20	21879025	21878443
ENST00000374707.1	PF00622.34	SPRY	CL0004	165	283	Family	55.5	6.9e-15	1	NA	Reference	Reference	669	1025	6	8	105535090	105546396
ENST00000374719.8	PF00020.23	TNFR_c6	CL0607	3	41	Domain	21.5	2.7e-4	1	NA	Complex	Non-reference	101	217	2	3	66616014	66605191
ENST00000374719.8	PF00020.23	TNFR_c6	CL0607	44	83	Domain	32.5	1.1e-7	1	NA	Reference	Reference	224	343	3	3	66605184	66605065
ENST00000374720.8	PF04515.17	Choline_transpo	No_Clan	294	606	Family	361.7	4.3e-108	1	NA	Reference	Reference	1098	2036	8	14	105361310	105383308
ENST00000374723.5	PF04515.17	Choline_transpo	No_Clan	294	606	Family	361.7	4.2e-108	1	NA	Reference	Reference	1127	2065	8	14	105361310	105383308
ENST00000374724.1	PF04515.17	Choline_transpo	No_Clan	294	606	Family	361.7	4.2e-108	1	NA	Reference	Reference	1127	2065	8	14	105361310	105383308
ENST00000374732.7	PF06337.17	DUSP	No_Clan	22	93	Domain	37.8	2.4e-9	1	NA	Reference	Reference	1021	1236	1	2	21724099	21721751
ENST00000374748.5	PF00888.27	Cullin	CL0020	14	644	Repeat	593.7	6.2e-178	1	NA	Reference	Reference	354	2246	3	20	35071278	35013756
ENST00000374748.5	PF10557.14	Cullin_Nedd8	CL0123	675	737	Domain	93.9	5.6e-27	1	NA	Reference	Reference	2337	2525	21	22	35011931	35010338
ENST00000374749.8	PF00888.27	Cullin	CL0020	14	644	Repeat	593.7	6.2e-178	1	NA	Reference	Reference	225	2117	2	19	35071278	35013756
ENST00000374749.8	PF10557.14	Cullin_Nedd8	CL0123	675	737	Domain	93.9	5.6e-27	1	NA	Reference	Reference	2208	2396	20	21	35011931	35010338
ENST00000374751.7	PF00888.27	Cullin	CL0020	14	644	Repeat	593.7	6.2e-178	1	NA	Reference	Reference	275	2167	2	19	35071278	35013756
ENST00000374751.7	PF10557.14	Cullin_Nedd8	CL0123	675	737	Domain	93.9	5.6e-27	1	NA	Reference	Reference	2258	2446	20	21	35011931	35010338
ENST00000374757.7	PF02188.22	GoLoco	No_Clan	138	159	Motif	42	5.6e-11	1	NA	Reference	Reference	646	711	4	5	21620047	21619040
ENST00000374757.7	PF21022.2	Rap-GAP_dimer	No_Clan	228	322	Domain	133.8	3.3e-39	1	NA	Truncation	Non-reference	916	1200	7	10	21617341	21613164
ENST00000374761.6	PF02188.22	GoLoco	No_Clan	27	48	Motif	40.7	1.4e-10	1	NA	Reference	Reference	234	299	2	3	21620047	21619040
ENST00000374761.6	PF21022.2	Rap-GAP_dimer	No_Clan	117	223	Domain	158.9	5.2e-47	1	NA	Reference	Reference	504	824	5	9	21617341	21612062
ENST00000374761.6	PF02145.20	Rap_GAP	No_Clan	241	422	Family	211.4	9.4e-63	1	NA	Reference	Reference	876	1421	10	15	21611801	21608336
ENST00000374763.6	PF02188.22	GoLoco	No_Clan	1	17	Motif	30.3	2.5e-7	1	NA	Truncation	Non-reference	10	60	1	2	21620032	21619040
ENST00000374763.6	PF21022.2	Rap-GAP_dimer	No_Clan	86	192	Domain	158.7	5.8e-47	1	NA	Reference	Reference	265	585	4	8	21617341	21612062
ENST00000374763.6	PF02145.20	Rap_GAP	No_Clan	210	391	Family	211.2	1.1e-62	1	NA	Reference	Reference	637	1182	9	14	21611801	21608336
ENST00000374765.9	PF02188.22	GoLoco	No_Clan	1	17	Motif	30.5	2.2e-7	1	NA	Truncation	Non-reference	253	303	4	5	21620032	21619040
ENST00000374765.9	PF21022.2	Rap-GAP_dimer	No_Clan	86	192	Domain	159	4.8e-47	1	NA	Reference	Reference	508	828	7	11	21617341	21612062
ENST00000374765.9	PF02145.20	Rap_GAP	No_Clan	210	391	Family	211.5	8.6e-63	1	NA	Reference	Reference	880	1425	12	17	21611801	21608336
ENST00000374786.5	PF07679.21	I-set	CL0159	36	132	Domain	38.3	1.3e-9	1	NA	Reference	Reference	585	875	1	2	131911587	132146510
ENST00000374786.5	PF13927.11	Ig_3	CL0159	135	205	Domain	53.5	3.1e-14	1	NA	Reference	Reference	882	1094	3	4	132212024	132307777
ENST00000374786.5	PF00047.30	ig	CL0159	229	308	Domain	58.8	6.1e-16	1	NA	Reference	Reference	1164	1403	5	6	132310135	132314693
ENST00000374787.7	PF02463.24	SMC_N	CL0023	2	676	Domain	130	1e-37	1	NA	Complex	Non-reference	340	2364	2	16	104095388	104120058
ENST00000374787.7	PF06470.18	SMC_hinge	No_Clan	519	640	Domain	83.4	1.9e-23	1	NA	Reference	Reference	1891	2256	13	15	104114713	104118299
ENST00000374791.7	PF07679.21	I-set	CL0159	36	132	Domain	38.3	1.3e-9	1	NA	Reference	Reference	435	725	2	3	131911587	132146510
ENST00000374791.7	PF13927.11	Ig_3	CL0159	135	205	Domain	53.5	3.1e-14	1	NA	Reference	Reference	732	944	4	5	132212024	132307777
ENST00000374791.7	PF00047.30	ig	CL0159	229	308	Domain	58.8	6.1e-16	1	NA	Reference	Reference	1014	1253	6	7	132310135	132314693
ENST00000374793.8	PF02463.24	SMC_N	CL0023	2	676	Domain	130	1e-37	1	NA	Complex	Non-reference	234	2258	2	16	104095388	104120058
ENST00000374793.8	PF06470.18	SMC_hinge	No_Clan	519	640	Domain	83.4	1.9e-23	1	NA	Reference	Reference	1785	2150	13	15	104114713	104118299
ENST00000374796.6	PF13820.11	NCOA6_TRADD-N	CL0723	47	190	Domain	237.5	4.9e-71	1	NA	Reference	Reference	2710	3141	4	7	34782217	34758878
ENST00000374861.7	PF01352.32	KRAB	No_Clan	10	40	Family	55.5	3.7e-15	1	NA	Truncation	Non-reference	312	404	1	3	101399184	101407930
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	134	156	Domain	24	4.5e-5	1	NA	Reference	Reference	684	752	3	3	101408210	101408278
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	162	184	Domain	25.9	1.1e-5	1	NA	Reference	Reference	768	836	3	3	101408294	101408362
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	190	212	Domain	30.3	4.4e-7	1	NA	Reference	Reference	852	920	3	3	101408378	101408446
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	218	240	Domain	23.4	6.6e-5	1	NA	Reference	Reference	936	1004	3	3	101408462	101408530
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	246	268	Domain	22.5	1.3e-4	1	NA	Reference	Reference	1020	1088	3	3	101408546	101408614
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	274	296	Domain	23.1	8.6e-5	1	NA	Reference	Reference	1104	1172	3	3	101408630	101408698
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	302	324	Domain	20.9	4.2e-4	1	NA	Reference	Reference	1188	1256	3	3	101408714	101408782
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	330	352	Domain	20.5	5.6e-4	1	NA	Reference	Reference	1272	1340	3	3	101408798	101408866
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	358	380	Domain	28.7	1.4e-6	1	NA	Reference	Reference	1356	1424	3	3	101408882	101408950
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	386	408	Domain	28.6	1.5e-6	1	NA	Reference	Reference	1440	1508	3	3	101408966	101409034
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	442	464	Domain	27.5	3.4e-6	1	NA	Reference	Reference	1608	1676	3	3	101409134	101409202
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	470	492	Domain	25.8	1.2e-5	1	NA	Reference	Reference	1692	1760	3	3	101409218	101409286
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	498	520	Domain	20	8.2e-4	1	NA	Reference	Reference	1776	1844	3	3	101409302	101409370
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	526	548	Domain	28.5	1.7e-6	1	NA	Reference	Reference	1860	1928	3	3	101409386	101409454
ENST00000374861.7	PF00096.31	zf-C2H2	CL0361	554	576	Domain	26.4	7.6e-6	1	NA	Reference	Reference	1944	2012	3	3	101409470	101409538
ENST00000374864.10	PF00168.35	C2	CL0154	18	116	Domain	52.7	5e-14	1	NA	Truncation	Non-reference	227	523	3	6	34393863	34413752
ENST00000374864.10	PF00397.31	WW	CL0680	287	316	Domain	45.3	7.5e-12	1	NA	Reference	Reference	1034	1123	9	10	34440334	34442286
ENST00000374864.10	PF00397.31	WW	CL0680	319	348	Domain	45.1	8.7e-12	1	NA	Reference	Reference	1130	1219	10	11	34442293	34445365
ENST00000374864.10	PF00397.31	WW	CL0680	399	428	Domain	55.3	6e-15	1	NA	Reference	Reference	1370	1459	12	13	34449465	34457463
ENST00000374864.10	PF00397.31	WW	CL0680	439	468	Domain	31.4	1.7e-7	1	NA	Reference	Reference	1490	1579	14	14	34462112	34462201
ENST00000374864.10	PF00632.30	HECT	CL0552	557	862	Domain	334.6	8.6e-100	1	NA	Reference	Reference	1844	2761	18	25	34479640	34507791
ENST00000374878.5	PF07653.22	SH3_2	CL0010	22	71	Domain	39.4	4.2e-10	1	NA	Complex	Non-reference	465	614	2	3	63724678	63706447
ENST00000374878.5	PF00621.25	RhoGEF	No_Clan	114	292	Domain	164.1	4.4e-48	1	NA	Reference	Reference	741	1277	3	6	63706320	63674107
ENST00000374878.5	PF22697.1	SOS1_NGEF_PH	CL0266	320	430	Domain	73.4	1.9e-20	1	NA	Reference	Reference	1359	1691	7	8	63666005	63655525
ENST00000374893.11	PF05649.18	Peptidase_M13_N	No_Clan	121	507	Family	441.7	3.5e-132	1	NA	Reference	Reference	410	1570	4	13	21272831	21235895
ENST00000374893.11	PF01431.26	Peptidase_M13	CL0126	566	769	Family	248.1	7.4e-74	1	NA	Reference	Reference	1745	2356	15	19	21228016	21219961
ENST00000374910.3	PF02513.22	Spin-Ssty	CL0010	50	79	Repeat	41.9	7.7e-11	1	NA	Complex	Non-reference	228	317	2	3	57120482	57120090
ENST00000374910.3	PF02513.22	Spin-Ssty	CL0010	109	154	Repeat	75.8	2e-21	1	NA	Reference	Reference	405	542	3	3	57120002	57119865
ENST00000374935.7	PF02854.24	MIF4G	CL0020	475	703	Repeat	211.7	1.1e-62	1	NA	Insertion	Non-reference	2045	2731	16	20	20879514	20860512
ENST00000374935.7	PF02847.22	MA3	CL0020	942	1000	Repeat	49.3	4.9e-13	1	NA	Truncation	Non-reference	3446	3622	25	26	20849471	20840909
ENST00000374998.3	PF15024.11	Glyco_transf_18	No_Clan	184	389	Family	196.6	8.5e-58	1	NA	Complex	Non-reference	756	1373	6	9	76904282	76913810
ENST00000375003.6	PF00538.24	Linker_histone	CL0123	6	79	Domain	70.1	1.7e-19	1	NA	Reference	Reference	1517	1738	1	3	20773489	20767626
ENST00000375003.6	PF00538.24	Linker_histone	CL0123	104	177	Domain	42.1	9e-11	1	NA	Complex	Non-reference	1811	2032	4	6	20765501	20749877
ENST00000375003.6	PF00538.24	Linker_histone	CL0123	188	260	Domain	67.4	1.2e-18	1	NA	Reference	Reference	2063	2281	6	7	20749846	20747561
ENST00000375019.6	PF12796.12	Ank_2	CL0465	1	89	Repeat	63.5	2.4e-17	1	NA	Reference	Reference	324	590	2	4	98784835	98782516
ENST00000375019.6	PF00536.36	SAM_1	CL0003	472	533	Domain	38.5	1.4e-9	1	NA	Complex	Non-reference	1737	1922	11	13	98756429	98745568
ENST00000375110.6	PF06752.17	E_Pc_C	No_Clan	532	763	Family	360.3	6.6e-108	1	NA	Reference	Reference	1899	2594	10	14	32284698	32269066
ENST00000375153.8	PF04193.19	PQ-loop	CL0141	37	98	Repeat	45.2	6.9e-12	1	NA	Reference	Reference	751	936	2	3	19317786	19324762
ENST00000375153.8	PF04193.19	PQ-loop	CL0141	183	243	Repeat	58.4	5.5e-16	1	NA	Reference	Reference	1189	1371	6	7	19326552	19327337
ENST00000375155.7	PF04193.19	PQ-loop	CL0141	37	98	Repeat	45.2	6.9e-12	1	NA	Reference	Reference	381	566	3	4	19317786	19324762
ENST00000375155.7	PF04193.19	PQ-loop	CL0141	183	243	Repeat	58.4	5.5e-16	1	NA	Reference	Reference	819	1001	7	8	19326552	19327337
ENST00000375227.8	PF08366.18	LLGL	No_Clan	271	351	Family	96	1.6e-27	1	NA	Complex	Non-reference	935	1177	8	10	75563448	75564524
ENST00000375238.8	PF13202.11	EF-hand_5	CL0220	41	66	Domain	28	1.2e-6	1	NA	Reference	Reference	232	309	1	3	33674232	33670749
ENST00000375238.8	PF03992.21	ABM	CL0032	261	336	Domain	49.1	5.7e-13	1	NA	Reference	Reference	892	1119	10	12	33658831	33657994
ENST00000375245.8	PF00018.33	SH3_1	CL0010	18	66	Domain	24.1	2.5e-5	1	NA	Reference	Reference	356	502	3	3	31908804	31908658
ENST00000375245.8	PF16618.10	SH3-WW_linker	No_Clan	71	266	Disordered	261	1.4e-77	1	NA	Reference	Reference	515	1102	3	4	31908645	31861545
ENST00000375245.8	PF00397.31	WW	CL0680	268	296	Domain	28.2	1.7e-6	1	NA	Reference	Reference	1106	1192	4	4	31861541	31861455
ENST00000375245.8	PF00169.34	PH	CL0266	418	528	Domain	44.9	1.6e-11	1	NA	Insertion	Non-reference	1556	1888	9	12	31831794	31817794
ENST00000375245.8	PF00620.32	RhoGAP	CL0409	623	770	Domain	160.9	2.2e-47	1	NA	Reference	Reference	2171	2614	15	19	31810691	31807748
ENST00000375250.9	PF00018.33	SH3_1	CL0010	18	66	Domain	24	2.5e-5	1	NA	Reference	Reference	294	440	3	3	31908804	31908658
ENST00000375250.9	PF16618.10	SH3-WW_linker	No_Clan	71	266	Disordered	261	1.5e-77	1	NA	Reference	Reference	453	1040	3	4	31908645	31861545
ENST00000375250.9	PF00397.31	WW	CL0680	268	296	Domain	28.2	1.7e-6	1	NA	Reference	Reference	1044	1130	4	4	31861541	31861455
ENST00000375250.9	PF00169.34	PH	CL0266	434	545	Domain	44.3	2.5e-11	1	NA	Insertion	Non-reference	1542	1877	8	11	31831797	31817794
ENST00000375250.9	PF00620.32	RhoGAP	CL0409	640	787	Domain	160.8	2.3e-47	1	NA	Reference	Reference	2160	2603	14	18	31810691	31807748
ENST00000375279.6	PF07531.19	TAFH	No_Clan	115	204	Family	121.4	1.4e-35	1	NA	Reference	Reference	755	1024	4	6	33611231	33623189
ENST00000375279.6	PF08788.16	NHR2	No_Clan	331	397	Domain	117	2.8e-34	1	NA	Reference	Reference	1403	1603	8	9	33628367	33629850
ENST00000375279.6	PF01753.23	zf-MYND	CL0175	507	543	Domain	34.7	1.6e-8	1	NA	Reference	Reference	1931	2041	12	12	33644350	33644460
ENST00000375300.6	PF00069.30	Pkinase	CL0016	66	317	Domain	259.4	4e-77	1	NA	Reference	Reference	209	964	1	7	117098220	116876957
ENST00000375315.8	PF01433.25	Peptidase_M1	CL0126	423	651	Domain	76.2	3.2e-21	1	NA	Insertion	Non-reference	1455	2141	5	11	94800905	94979403
ENST00000375315.8	PF09127.16	Leuk-A4-hydro_C	CL0020	706	818	Repeat	77.7	8e-22	1	NA	Reference	Reference	2304	2642	14	16	95060694	95082709
ENST00000375379.7	PF02375.22	JmjN	CL0029	15	48	Family	58.9	3.8e-16	1	NA	Reference	Reference	576	677	1	1	53224847	53224746
ENST00000375379.7	PF01388.26	ARID	CL0123	81	165	Domain	73.3	1.9e-20	1	NA	Reference	Reference	774	1028	3	4	53218386	53217823
ENST00000375379.7	PF00628.34	PHD	CL0229	327	371	Domain	46.7	2.9e-12	1	NA	Reference	Reference	1512	1646	8	8	53214832	53214698
ENST00000375379.7	PF02373.27	JmjC	CL0029	501	617	Domain	149.6	5.2e-44	1	NA	Reference	Reference	2034	2384	11	13	53210758	53201869
ENST00000375379.7	PF21323.2	KDM5_C-hel	No_Clan	621	675	Domain	112.7	6.6e-33	1	NA	Reference	Reference	2394	2558	13	14	53201859	53201586
ENST00000375379.7	PF02928.21	zf-C5HC2	No_Clan	707	759	Domain	61.3	9.9e-17	1	NA	Reference	Reference	2652	2810	15	16	53199101	53198855
ENST00000375379.7	PF08429.16	PLU-1	No_Clan	772	1000	Family	200.9	3.7e-59	1	NA	Truncation	Non-reference	2847	3533	16	20	53198818	53196036
ENST00000375401.8	PF02375.22	JmjN	CL0029	15	48	Family	58.9	3.8e-16	1	NA	Reference	Reference	361	462	1	1	53224847	53224746
ENST00000375401.8	PF01388.26	ARID	CL0123	81	165	Domain	73.3	1.9e-20	1	NA	Reference	Reference	559	813	3	4	53218386	53217823
ENST00000375401.8	PF00628.34	PHD	CL0229	327	371	Domain	46.7	2.9e-12	1	NA	Reference	Reference	1297	1431	8	8	53214832	53214698
ENST00000375401.8	PF02373.27	JmjC	CL0029	501	617	Domain	149.6	5.2e-44	1	NA	Reference	Reference	1819	2169	11	13	53210758	53201869
ENST00000375401.8	PF21323.2	KDM5_C-hel	No_Clan	621	675	Domain	112.7	6.6e-33	1	NA	Reference	Reference	2179	2343	13	14	53201859	53201586
ENST00000375401.8	PF02928.21	zf-C5HC2	No_Clan	707	759	Domain	61.3	9.9e-17	1	NA	Reference	Reference	2437	2595	15	16	53199101	53198855
ENST00000375401.8	PF08429.16	PLU-1	No_Clan	772	1000	Family	200.9	3.7e-59	1	NA	Truncation	Non-reference	2632	3318	16	20	53198818	53196036
ENST00000375403.6	PF14555.11	UBA_4	CL0214	9	50	Domain	40.3	2.4e-10	1	NA	Reference	Reference	47	172	2	2	113484035	113483910
ENST00000375403.6	PF03556.20	Cullin_binding	CL0220	136	179	Family	28.3	2.3e-6	1	NA	Complex	Non-reference	428	559	4	5	113474238	113462875
ENST00000375408.7	PF00621.25	RhoGEF	No_Clan	98	279	Domain	143	1.3e-41	1	NA	Reference	Reference	330	875	3	7	17621879	17627422
ENST00000375408.7	PF19057.5	PH_19	CL0266	303	454	Domain	168.4	1e-49	1	NA	Reference	Reference	945	1400	7	10	17627492	17638003
ENST00000375408.7	PF19056.5	WD40_2	CL0186	562	1000	Repeat	646.9	2.3e-194	1	NA	Truncation	Non-reference	1722	3038	13	20	17648646	17697221
ENST00000375415.5	PF00621.25	RhoGEF	No_Clan	281	462	Domain	143	1.3e-41	1	NA	Reference	Reference	884	1429	9	13	17621879	17627422
ENST00000375415.5	PF19057.5	PH_19	CL0266	486	642	Domain	169.4	4.7e-50	1	NA	Reference	Reference	1499	1969	13	17	17627492	17638003
ENST00000375415.5	PF19056.5	WD40_2	CL0186	750	1000	Repeat	344.1	1.4e-102	1	NA	Truncation	Non-reference	2291	3043	20	25	17648646	17687680
ENST00000375437.7	PF00520.36	Ion_trans	CL0030	128	436	Family	204.1	2.3e-60	1	NA	Insertion	Non-reference	660	1586	3	10	165297131	165314033
ENST00000375437.7	PF11933.13	Na_trans_cytopl	No_Clan	558	709	Family	221.9	6.3e-66	1	NA	Reference	Reference	1950	2405	12	13	165323156	165326962
ENST00000375437.7	PF00520.36	Ion_trans	CL0030	758	994	Family	225.9	4.8e-67	1	NA	Reference	Reference	2550	3260	14	17	165331452	165354254
ENST00000375551.7	PF00594.25	Gla	CL0001	45	85	Domain	77.5	7.4e-22	1	NA	Reference	Reference	175	297	2	3	113129514	113138480
ENST00000375551.7	PF00008.32	EGF	CL0001	90	120	Domain	31.2	2.4e-7	1	NA	Reference	Reference	310	402	4	4	113139368	113139460
ENST00000375551.7	PF14670.11	FXa_inhibition	CL0001	129	164	Domain	42.1	8.5e-11	1	NA	Reference	Reference	427	534	5	5	113140933	113141040
ENST00000375551.7	PF00089.31	Trypsin	CL0124	235	311	Domain	49.7	4.8e-13	1	NA	Complex	Non-reference	745	975	6	8	113144051	113148993
ENST00000375556.8	PF06702.17	Fam20C	CL0016	10	126	Family	172.2	1.4e-50	1	NA	Truncation	Non-reference	1317	1667	2	5	68540550	68537537
ENST00000375559.8	PF00594.25	Gla	CL0001	45	85	Domain	76.8	1.3e-21	1	NA	Reference	Reference	190	312	2	3	113129514	113138480
ENST00000375559.8	PF00008.32	EGF	CL0001	90	120	Domain	30.5	3.9e-7	1	NA	Reference	Reference	325	417	4	4	113139368	113139460
ENST00000375559.8	PF14670.11	FXa_inhibition	CL0001	129	164	Domain	41.4	1.4e-10	1	NA	Reference	Reference	442	549	5	5	113140933	113141040
ENST00000375559.8	PF00089.31	Trypsin	CL0124	235	462	Domain	233.2	3.7e-69	1	NA	Reference	Reference	760	1443	6	8	113144051	113149436
