**** Job starts ****
2025-05-07 14:18:16
**** JHPCE info ****
User: sparthib
Job id: 16522061
Job name: filter_bam
Node name: compute-167
****
Loading LIBD SLURM module for gatk/4.5.0.0
Loading LIBD SLURM module for samtools/1.18
🔄 Processing sample: SRR1091091
🔹 Step 4a: Base recalibration (BQSR - BaseRecalibrator)
14:18:23.905 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
14:18:24.299 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.302 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.5.0.0
14:18:24.302 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
14:18:24.302 INFO  BaseRecalibrator - Executing as sparthib@compute-167.cm.cluster on Linux v5.14.0-427.13.1.el9_4.x86_64 amd64
14:18:24.302 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v19.0.1+10-21
14:18:24.303 INFO  BaseRecalibrator - Start Date/Time: May 7, 2025 at 2:18:23 PM EDT
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - ------------------------------------------------------------
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Version: 4.1.0
14:18:24.303 INFO  BaseRecalibrator - Picard Version: 3.1.1
14:18:24.303 INFO  BaseRecalibrator - Built for Spark Version: 3.5.0
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
14:18:24.303 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
14:18:24.303 INFO  BaseRecalibrator - Deflater: IntelDeflater
14:18:24.304 INFO  BaseRecalibrator - Inflater: IntelInflater
14:18:24.304 INFO  BaseRecalibrator - GCS max retries/reopens: 20
14:18:24.304 INFO  BaseRecalibrator - Requester pays: disabled
14:18:24.304 INFO  BaseRecalibrator - Initializing engine
14:18:24.473 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Homo_sapiens_assembly38.dbsnp138.vcf
14:18:24.741 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz
14:18:24.997 INFO  FeatureManager - Using codec VCFCodec to read file file:///dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/1000G_phase1.snps.high_confidence.hg38.vcf.gz
14:18:25.461 INFO  BaseRecalibrator - Done initializing engine
14:18:25.466 INFO  BaseRecalibrationEngine - The covariates being used here: 
14:18:25.467 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	ContextCovariate
14:18:25.467 INFO  BaseRecalibrationEngine - 	CycleCovariate
14:18:25.472 INFO  ProgressMeter - Starting traversal
14:18:25.473 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
14:58:46.940 INFO  ProgressMeter -       chr14:74660017             40.4             192424000        4767952.7
14:58:56.943 INFO  ProgressMeter -       chr14:83790881             40.5             193215000        4767858.4
14:59:06.954 INFO  ProgressMeter -       chr14:92940483             40.7             193999000        4767575.4
14:59:16.963 INFO  ProgressMeter -      chr14:101602949             40.9             194778000        4767174.2
14:59:26.971 INFO  ProgressMeter -       chr15:21057783             41.0             195701000        4770290.3
14:59:36.971 INFO  ProgressMeter -       chr15:30383286             41.2             196543000        4771430.1
14:59:46.982 INFO  ProgressMeter -       chr15:39529084             41.4             197346000        4771598.6
14:59:56.987 INFO  ProgressMeter -       chr15:48508593             41.5             198186000        4772664.3
15:00:06.993 INFO  ProgressMeter -       chr15:57525087             41.7             198969000        4772354.4
15:00:16.994 INFO  ProgressMeter -       chr15:65996977             41.9             199778000        4772677.6
15:00:26.994 INFO  ProgressMeter -       chr15:74770709             42.0             200614000        4773642.6
15:00:36.999 INFO  ProgressMeter -       chr15:83670467             42.2             201456000        4774734.6
15:00:47.000 INFO  ProgressMeter -       chr15:92324411             42.4             202234000        4774312.8
15:00:57.009 INFO  ProgressMeter -      chr15:101187289             42.5             202995000        4773479.5
15:01:07.015 INFO  ProgressMeter -        chr16:6898318             42.7             203762000        4772797.0
15:01:17.018 INFO  ProgressMeter -       chr16:14833102             42.9             204502000        4771499.1
15:01:27.019 INFO  ProgressMeter -       chr16:23781983             43.0             205389000        4773627.9
15:01:37.020 INFO  ProgressMeter -       chr16:33053029             43.2             206248000        4775093.8
15:01:47.031 INFO  ProgressMeter -       chr16:46397924             43.4             207105000        4776483.9
15:01:57.037 INFO  ProgressMeter -       chr16:53484951             43.5             207888000        4776172.4
15:02:07.045 INFO  ProgressMeter -       chr16:62679429             43.7             208684000        4776159.0
15:02:17.047 INFO  ProgressMeter -       chr16:71735523             43.9             209527000        4777224.6
15:02:27.047 INFO  ProgressMeter -       chr16:79927468             44.0             210263000        4775857.1
15:02:37.055 INFO  ProgressMeter -       chr16:87609788             44.2             210971000        4773852.0
15:02:47.062 INFO  ProgressMeter -        chr17:5415380             44.4             211775000        4774027.8
15:02:57.066 INFO  ProgressMeter -       chr17:14072476             44.5             212566000        4773915.8
15:03:07.074 INFO  ProgressMeter -       chr17:23184365             44.7             213435000        4775542.7
15:03:17.079 INFO  ProgressMeter -       chr17:33565147             44.9             214363000        4778478.0
15:03:27.082 INFO  ProgressMeter -       chr17:42425033             45.0             215214000        4779686.8
15:03:37.089 INFO  ProgressMeter -       chr17:50930867             45.2             216090000        4781429.2
15:03:47.089 INFO  ProgressMeter -       chr17:60330730             45.4             216913000        4782004.5
15:03:57.095 INFO  ProgressMeter -       chr17:69204083             45.5             217755000        4782984.2
15:04:07.103 INFO  ProgressMeter -       chr17:77929269             45.7             218558000        4783096.2
15:04:17.106 INFO  ProgressMeter -        chr18:2863551             45.9             219356000        4783108.8
15:04:27.109 INFO  ProgressMeter -       chr18:11547102             46.0             220137000        4782752.0
15:04:37.113 INFO  ProgressMeter -       chr18:23147127             46.2             221066000        4785601.6
15:04:47.122 INFO  ProgressMeter -       chr18:32491467             46.4             221864000        4785593.0
15:04:57.137 INFO  ProgressMeter -       chr18:42121670             46.5             222671000        4785769.3
15:05:07.141 INFO  ProgressMeter -       chr18:51162812             46.7             223470000        4785791.9
15:05:17.153 INFO  ProgressMeter -       chr18:60248939             46.9             224256000        4785524.9
15:05:27.154 INFO  ProgressMeter -       chr18:69930077             47.0             225014000        4784679.8
15:05:37.163 INFO  ProgressMeter -       chr18:79154474             47.2             225761000        4783595.7
15:05:47.167 INFO  ProgressMeter -        chr19:7044778             47.4             226577000        4783984.5
15:05:57.173 INFO  ProgressMeter -       chr19:15249349             47.5             227408000        4784684.5
15:06:07.183 INFO  ProgressMeter -       chr19:23754198             47.7             228225000        4785077.7
15:06:17.192 INFO  ProgressMeter -       chr19:30819163             47.9             229151000        4787745.6
15:06:27.199 INFO  ProgressMeter -       chr19:39367399             48.0             229987000        4788526.0
15:06:37.201 INFO  ProgressMeter -       chr19:47766745             48.2             230818000        4789205.6
15:06:47.204 INFO  ProgressMeter -       chr19:55632394             48.4             231625000        4789382.6
15:06:57.209 INFO  ProgressMeter -        chr20:5561326             48.5             232425000        4789410.9
15:07:07.220 INFO  ProgressMeter -       chr20:14740804             48.7             233206000        4789040.5
15:07:17.221 INFO  ProgressMeter -       chr20:23591251             48.9             233981000        4788563.0
15:07:27.222 INFO  ProgressMeter -       chr20:32272102             49.0             234965000        4792353.1
15:07:37.230 INFO  ProgressMeter -       chr20:40649413             49.2             235801000        4793097.8
15:07:47.230 INFO  ProgressMeter -       chr20:49229168             49.4             236600000        4793100.9
15:07:57.241 INFO  ProgressMeter -       chr20:57834976             49.5             237393000        4792965.0
15:08:07.245 INFO  ProgressMeter -        chr21:8226062             49.7             238251000        4794149.3
15:08:17.247 INFO  ProgressMeter -       chr21:14127501             49.9             239354000        4800243.9
15:08:27.255 INFO  ProgressMeter -       chr21:23702714             50.0             240089000        4798929.4
15:08:37.256 INFO  ProgressMeter -       chr21:32991298             50.2             240858000        4798313.8
15:08:47.265 INFO  ProgressMeter -       chr21:41720592             50.4             241646000        4798066.8
15:08:57.268 INFO  ProgressMeter -       chr22:15667105             50.5             242566000        4800443.3
15:09:07.271 INFO  ProgressMeter -       chr22:24927263             50.7             243412000        4801344.5
15:09:17.280 INFO  ProgressMeter -       chr22:33503529             50.9             244249000        4802053.3
15:09:27.285 INFO  ProgressMeter -       chr22:41889609             51.0             245075000        4802548.3
15:09:37.289 INFO  ProgressMeter -       chr22:50078489             51.2             245852000        4802084.5
15:09:47.298 INFO  ProgressMeter -        chrX:10616425             51.4             246695000        4802900.9
15:09:57.307 INFO  ProgressMeter -        chrX:20906265             51.5             247591000        4804740.5
15:10:07.316 INFO  ProgressMeter -        chrX:31747078             51.7             248463000        4806105.5
15:10:17.315 INFO  ProgressMeter -        chrX:42645440             51.9             249331000        4807397.0
15:10:27.320 INFO  ProgressMeter -        chrX:53552225             52.0             250255000        4809748.8
15:10:37.320 INFO  ProgressMeter -        chrX:65464996             52.2             251196000        4812419.0
15:10:47.325 INFO  ProgressMeter -        chrX:76159208             52.4             252090000        4814166.9
15:10:57.326 INFO  ProgressMeter -        chrX:87420155             52.5             252933000        4814939.0
15:11:07.330 INFO  ProgressMeter -        chrX:98527246             52.7             253808000        4816308.9
15:11:17.330 INFO  ProgressMeter -       chrX:109511920             52.9             254715000        4818281.5
15:11:27.339 INFO  ProgressMeter -       chrX:119891538             53.0             255597000        4819758.2
15:11:37.346 INFO  ProgressMeter -       chrX:131104011             53.2             256468000        4821020.4
15:11:47.350 INFO  ProgressMeter -       chrX:142087993             53.4             257375000        4822952.3
15:11:57.351 INFO  ProgressMeter -       chrX:153280597             53.5             258234000        4823981.5
15:12:07.354 INFO  ProgressMeter -            chrM:8664             53.7             259273000        4828353.4
15:12:17.361 INFO  ProgressMeter -      GL000224.1:7098             53.9             260477000        4835755.4
15:12:27.366 INFO  ProgressMeter -    KI270733.1:148469             54.0             261621000        4842004.3
15:12:35.477 INFO  BaseRecalibrator - 9729904 read(s) filtered by: MappingQualityNotZeroReadFilter 
0 read(s) filtered by: MappingQualityAvailableReadFilter 
0 read(s) filtered by: MappedReadFilter 
0 read(s) filtered by: NotSecondaryAlignmentReadFilter 
2493870 read(s) filtered by: NotDuplicateReadFilter 
0 read(s) filtered by: PassesVendorQualityCheckReadFilter 
0 read(s) filtered by: WellformedReadFilter 
12223774 total reads filtered out of 274291330 reads processed
15:12:35.477 INFO  ProgressMeter -     KI270757.1:69605             54.2             262067556        4838164.3
15:12:35.477 INFO  ProgressMeter - Traversal complete. Processed 262067556 total reads in 54.2 minutes.
15:12:35.520 INFO  BaseRecalibrator - Calculating quantized quality scores...
15:12:35.528 INFO  BaseRecalibrator - Writing recalibration report...
15:12:36.091 INFO  BaseRecalibrator - ...done!
15:12:36.092 INFO  BaseRecalibrator - BaseRecalibrator was able to recalibrate 262067556 reads
15:12:36.092 INFO  BaseRecalibrator - Shutting down engine
[May 7, 2025 at 3:12:36 PM EDT] org.broadinstitute.hellbender.tools.walkers.bqsr.BaseRecalibrator done. Elapsed time: 54.20 minutes.
Runtime.totalMemory()=1174405120
Tool returned:
SUCCESS
Using GATK jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar BaseRecalibrator -R /dcs04/hicks/data/sparthib/references/genome/GENCODE/primary_assembly/release_46_primary_genome.fa -I /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/filtered_bams_ref_46/SRR1091091_rg.bam --known-sites /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Homo_sapiens_assembly38.dbsnp138.vcf --known-sites /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/Mills_and_1000G_gold_standard.indels.hg38.vcf.gz --known-sites /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/known_sites/1000G_phase1.snps.high_confidence.hg38.vcf.gz -O /dcs04/hicks/data/sparthib/retina_lrs/09_ASE/H9_DNA_Seq_data/filtered_bams_ref_46/SRR1091091_recal_data.table
🔹 Step 4b: Apply BQSR
15:12:37.397 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/jhpce/shared/libd/core/gatk/4.5.0.0/gatk/gatk-package-4.5.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
15:12:37.539 INFO  ApplyBQSR - ------------------------------------------------------------
15:12:37.541 INFO  ApplyBQSR - The Genome Analysis Toolkit (GATK) v4.5.0.0
15:12:37.542 INFO  ApplyBQSR - For support and documentation go to https://software.broadinstitute.org/gatk/
15:12:37.542 INFO  ApplyBQSR - Executing as sparthib@compute-167.cm.cluster on Linux v5.14.0-427.13.1.el9_4.x86_64 amd64
15:12:37.542 INFO  ApplyBQSR - Java runtime: Java HotSpot(TM) 64-Bit Server VM v19.0.1+10-21
15:12:37.542 INFO  ApplyBQSR - Start Date/Time: May 7, 2025 at 3:12:37 PM EDT
15:12:37.542 INFO  ApplyBQSR - ------------------------------------------------------------
15:12:37.542 INFO  ApplyBQSR - ------------------------------------------------------------
15:12:37.543 INFO  ApplyBQSR - HTSJDK Version: 4.1.0
15:12:37.543 INFO  ApplyBQSR - Picard Version: 3.1.1
15:12:37.543 INFO  ApplyBQSR - Built for Spark Version: 3.5.0
15:12:37.543 INFO  ApplyBQSR - HTSJDK Defaults.COMPRESSION_LEVEL : 2
15:12:37.543 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
15:12:37.543 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
15:12:37.543 INFO  ApplyBQSR - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
15:12:37.543 INFO  ApplyBQSR - Deflater: IntelDeflater
15:12:37.544 INFO  ApplyBQSR - Inflater: IntelInflater
15:12:37.544 INFO  ApplyBQSR - GCS max retries/reopens: 20
15:12:37.544 INFO  ApplyBQSR - Requester pays: disabled
15:12:37.544 INFO  ApplyBQSR - Initializing engine
15:12:37.681 INFO  ApplyBQSR - Done initializing engine
15:12:37.698 INFO  ProgressMeter - Starting traversal
15:12:37.699 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
15:12:47.707 INFO  ProgressMeter -        chr1:12453010              0.2               1251000        7500749.5
15:12:57.710 INFO  ProgressMeter -        chr1:25178104              0.3               2533000        7595202.4
15:13:07.715 INFO  ProgressMeter -        chr1:37479807              0.5               3760000        7515991.5
15:13:17.719 INFO  ProgressMeter -        chr1:49664837              0.7               4920000        7376311.8
15:13:27.721 INFO  ProgressMeter -        chr1:63154584              0.8               6177000        7409140.0
15:13:37.725 INFO  ProgressMeter -        chr1:78162158              1.0               7448000        7444773.9
15:13:47.728 INFO  ProgressMeter -        chr1:92531087              1.2               8678000        7435311.6
15:13:57.733 INFO  ProgressMeter -       chr1:107386447              1.3               9894000        7417347.6
15:14:07.735 INFO  ProgressMeter -       chr1:120662695              1.5              11113000        7405786.6
15:14:17.741 INFO  ProgressMeter -       chr1:143222011              1.7              12306000        7380500.2
15:14:27.746 INFO  ProgressMeter -       chr1:153396015              1.8              13491000        7355584.4
15:14:37.747 INFO  ProgressMeter -       chr1:165899533              2.0              14689000        7341624.5
15:14:47.751 INFO  ProgressMeter -       chr1:179235535              2.2              15871000        7322148.1
15:14:57.754 INFO  ProgressMeter -       chr1:193712476              2.3              17056000        7306843.7
15:15:07.756 INFO  ProgressMeter -       chr1:206781247              2.5              18219000        7284880.3
15:15:17.756 INFO  ProgressMeter -       chr1:219606925              2.7              19330000        7246168.6
15:15:27.758 INFO  ProgressMeter -       chr1:232297118              2.8              20524000        7241294.1
15:15:37.759 INFO  ProgressMeter -       chr1:245752815              3.0              21738000        7243585.5
15:15:47.762 INFO  ProgressMeter -        chr2:10774545              3.2              22977000        7253489.6
15:15:57.769 INFO  ProgressMeter -        chr2:26060517              3.3              24301000        7287785.7
15:16:07.774 INFO  ProgressMeter -        chr2:40064842              3.5              25574000        7304248.5
15:16:17.779 INFO  ProgressMeter -        chr2:54625333              3.7              26866000        7324427.5
15:16:27.784 INFO  ProgressMeter -        chr2:69291352              3.8              28184000        7349631.7
15:16:37.786 INFO  ProgressMeter -        chr2:84587991              4.0              29504000        7373327.2
15:16:47.790 INFO  ProgressMeter -        chr2:99328380              4.2              30813000        7392429.2
15:16:57.797 INFO  ProgressMeter -       chr2:114277205              4.3              32134000        7412772.9
15:17:07.801 INFO  ProgressMeter -       chr2:129393114              4.5              33433000        7426749.9
15:17:17.803 INFO  ProgressMeter -       chr2:145247614              4.7              34756000        7444949.0
15:17:27.807 INFO  ProgressMeter -       chr2:160363887              4.8              36054000        7456671.3
15:17:37.813 INFO  ProgressMeter -       chr2:175387240              5.0              37390000        7475159.4
15:17:47.813 INFO  ProgressMeter -       chr2:191353852              5.2              38731000        7493566.9
15:17:57.820 INFO  ProgressMeter -       chr2:206595138              5.3              40061000        7508598.3
15:18:07.821 INFO  ProgressMeter -       chr2:221160486              5.5              41321000        7510132.6
15:18:17.828 INFO  ProgressMeter -       chr2:235060518              5.7              42557000        7507210.5
15:18:27.830 INFO  ProgressMeter -         chr3:7671159              5.8              43851000        7514501.7
15:18:37.835 INFO  ProgressMeter -        chr3:21761197              6.0              45140000        7520513.1
15:18:47.838 INFO  ProgressMeter -        chr3:37087392              6.2              46464000        7531873.2
15:18:57.842 INFO  ProgressMeter -        chr3:50049133              6.3              47721000        7532060.3
15:19:07.845 INFO  ProgressMeter -        chr3:63962798              6.5              49047000        7542868.6
15:19:17.852 INFO  ProgressMeter -        chr3:78547244              6.7              50360000        7551130.6
15:19:27.852 INFO  ProgressMeter -             unmapped              6.8              51688000        7561275.9
15:19:37.857 INFO  ProgressMeter -       chr3:110133223              7.0              53015000        7570723.4
15:19:47.860 INFO  ProgressMeter -       chr3:124412368              7.2              54282000        7571397.7
15:19:57.862 INFO  ProgressMeter -       chr3:138142952              7.3              55550000        7572194.8
15:20:07.869 INFO  ProgressMeter -       chr3:153394660              7.5              56867000        7579403.3
15:20:17.874 INFO  ProgressMeter -       chr3:169589028              7.7              58172000        7584766.7
15:20:27.876 INFO  ProgressMeter -       chr3:184224082              7.8              59466000        7588546.4
15:20:37.876 INFO  ProgressMeter -           chr4:52849              8.0              60788000        7595699.1
15:20:47.881 INFO  ProgressMeter -        chr4:14504082              8.2              62114000        7602972.0
15:20:57.881 INFO  ProgressMeter -        chr4:29866641              8.3              63400000        7605231.7
15:21:07.887 INFO  ProgressMeter -        chr4:44674344              8.5              64612000        7598610.7
15:21:17.888 INFO  ProgressMeter -        chr4:54523987              8.7              65773000        7586449.5
15:21:27.890 INFO  ProgressMeter -        chr4:71309034              8.8              67104000        7593956.9
15:21:37.890 INFO  ProgressMeter -        chr4:86300266              9.0              68410000        7598423.5
15:21:47.893 INFO  ProgressMeter -       chr4:101378916              9.2              69679000        7598665.2
15:21:57.893 INFO  ProgressMeter -       chr4:117390452              9.3              70986000        7603009.0
15:22:07.898 INFO  ProgressMeter -       chr4:133591793              9.5              72314000        7609343.4
15:22:17.905 INFO  ProgressMeter -       chr4:149564190              9.7              73623000        7613468.3
15:22:27.912 INFO  ProgressMeter -       chr4:165382272              9.8              74930000        7617262.9
15:22:37.913 INFO  ProgressMeter -       chr4:181621601             10.0              76222000        7619482.4
15:22:47.916 INFO  ProgressMeter -         chr5:4701038             10.2              77502000        7620449.2
15:22:57.920 INFO  ProgressMeter -        chr5:19744925             10.3              78827000        7625701.2
15:23:07.927 INFO  ProgressMeter -        chr5:35642302             10.5              80098000        7625633.3
15:23:17.932 INFO  ProgressMeter -        chr5:48911844             10.7              81418000        7630159.6
15:23:27.933 INFO  ProgressMeter -        chr5:60565862             10.8              82741000        7634882.2
15:23:37.938 INFO  ProgressMeter -        chr5:75612646             11.0              84070000        7639960.7
15:23:47.941 INFO  ProgressMeter -        chr5:90391514             11.2              85368000        7642135.2
15:23:57.945 INFO  ProgressMeter -       chr5:106626461             11.3              86674000        7644940.2
15:24:07.950 INFO  ProgressMeter -       chr5:121233725             11.5              87918000        7642274.5
15:24:17.955 INFO  ProgressMeter -       chr5:135680764             11.7              89207000        7643518.9
15:24:27.956 INFO  ProgressMeter -       chr5:149631472             11.8              90499000        7645035.5
15:24:37.960 INFO  ProgressMeter -       chr5:164860134             12.0              91820000        7648893.9
15:24:47.963 INFO  ProgressMeter -       chr5:178345433             12.2              93070000        7646834.1
15:24:57.963 INFO  ProgressMeter -        chr6:10955615             12.3              94365000        7648497.9
15:25:07.965 INFO  ProgressMeter -        chr6:24635449             12.5              95627000        7647447.7
15:25:17.970 INFO  ProgressMeter -        chr6:38315789             12.7              96958000        7651860.5
15:25:27.974 INFO  ProgressMeter -        chr6:52568747             12.8              98238000        7652176.2
15:25:37.978 INFO  ProgressMeter -        chr6:66683639             13.0              99553000        7655184.9
15:25:47.985 INFO  ProgressMeter -        chr6:82965541             13.2             100876000        7658695.7
15:25:57.989 INFO  ProgressMeter -        chr6:98679929             13.3             102188000        7661332.3
15:26:07.994 INFO  ProgressMeter -       chr6:113780083             13.5             103522000        7665514.0
15:26:17.993 INFO  ProgressMeter -       chr6:129354858             13.7             104814000        7666568.3
15:26:27.997 INFO  ProgressMeter -       chr6:144105273             13.8             106111000        7667921.6
15:26:38.003 INFO  ProgressMeter -       chr6:158917073             14.0             107437000        7671295.2
15:26:48.005 INFO  ProgressMeter -         chr7:2300721             14.2             108712000        7671035.7
15:26:58.008 INFO  ProgressMeter -        chr7:17216917             14.3             110015000        7672708.3
15:27:08.011 INFO  ProgressMeter -        chr7:31784711             14.5             111355000        7676902.1
15:27:18.016 INFO  ProgressMeter -        chr7:45994164             14.7             112633000        7676757.3
15:27:28.022 INFO  ProgressMeter -        chr7:60334896             14.8             113965000        7680246.4
15:27:38.024 INFO  ProgressMeter -        chr7:73308181             15.0             115163000        7674761.9
15:27:48.025 INFO  ProgressMeter -        chr7:88570631             15.2             116500000        7678567.9
15:27:58.027 INFO  ProgressMeter -       chr7:102576047             15.3             117770000        7677923.2
15:28:08.029 INFO  ProgressMeter -       chr7:117325807             15.5             119018000        7675857.0
15:28:18.034 INFO  ProgressMeter -       chr7:132521849             15.7             120339000        7678476.3
15:28:28.035 INFO  ProgressMeter -       chr7:147423457             15.8             121671000        7681767.3
15:28:38.035 INFO  ProgressMeter -         chr8:2336154             16.0             123006000        7685185.2
15:28:48.040 INFO  ProgressMeter -        chr8:17536285             16.2             124340000        7688431.2
15:28:58.045 INFO  ProgressMeter -        chr8:32226379             16.3             125668000        7691251.5
15:29:08.044 INFO  ProgressMeter -        chr8:47130194             16.5             126984000        7693319.0
15:29:18.044 INFO  ProgressMeter -        chr8:62635012             16.7             128306000        7695705.0
15:29:28.049 INFO  ProgressMeter -        chr8:77994318             16.8             129637000        7698547.7
15:29:38.050 INFO  ProgressMeter -        chr8:93054715             17.0             130922000        7698644.9
15:29:48.053 INFO  ProgressMeter -       chr8:107030410             17.2             132167000        7696403.4
15:29:58.057 INFO  ProgressMeter -       chr8:122501885             17.3             133418000        7694543.6
15:30:08.059 INFO  ProgressMeter -       chr8:137146402             17.5             134697000        7694333.4
15:30:18.064 INFO  ProgressMeter -         chr9:6519042             17.7             136020000        7696595.0
15:30:28.070 INFO  ProgressMeter -        chr9:21724183             17.8             137324000        7697749.4
15:30:38.069 INFO  ProgressMeter -        chr9:36320309             18.0             138557000        7694974.9
15:30:48.075 INFO  ProgressMeter -        chr9:64505453             18.2             139823000        7694024.8
15:30:58.077 INFO  ProgressMeter -        chr9:79995309             18.3             141125000        7695083.0
15:31:08.084 INFO  ProgressMeter -        chr9:94110746             18.5             142392000        7694196.2
15:31:18.086 INFO  ProgressMeter -       chr9:108464604             18.7             143668000        7693841.5
15:31:28.091 INFO  ProgressMeter -       chr9:122519630             18.8             144953000        7693950.4
15:31:38.095 INFO  ProgressMeter -       chr9:135089065             19.0             146221000        7693169.7
15:31:48.101 INFO  ProgressMeter -       chr10:11080296             19.2             147515000        7693752.0
15:31:58.106 INFO  ProgressMeter -       chr10:25183135             19.3             148802000        7693955.7
15:32:08.108 INFO  ProgressMeter -       chr10:39483299             19.5             150064000        7692900.5
15:32:18.113 INFO  ProgressMeter -       chr10:52184107             19.7             151337000        7692402.8
15:32:28.114 INFO  ProgressMeter -       chr10:67980763             19.8             152635000        7693199.4
15:32:38.115 INFO  ProgressMeter -       chr10:81756672             20.0             153939000        7694282.6
15:32:48.119 INFO  ProgressMeter -       chr10:95895765             20.2             155201000        7693247.0
15:32:58.124 INFO  ProgressMeter -      chr10:110357706             20.3             156514000        7694729.3
15:33:08.130 INFO  ProgressMeter -      chr10:123942973             20.5             157740000        7691938.8
15:33:18.133 INFO  ProgressMeter -        chr11:3784612             20.7             159040000        7692791.4
15:33:28.140 INFO  ProgressMeter -       chr11:18263417             20.8             160358000        7694475.5
15:33:38.145 INFO  ProgressMeter -       chr11:33671338             21.0             161652000        7694990.5
15:33:48.148 INFO  ProgressMeter -       chr11:48306485             21.2             162935000        7694996.0
15:33:58.154 INFO  ProgressMeter -       chr11:62988066             21.3             164230000        7695545.7
15:34:08.158 INFO  ProgressMeter -       chr11:75461134             21.5             165474000        7693727.6
15:34:18.161 INFO  ProgressMeter -       chr11:90775923             21.7             166791000        7695317.3
15:34:28.163 INFO  ProgressMeter -      chr11:106268122             21.8             168084000        7695778.0
15:34:38.169 INFO  ProgressMeter -      chr11:119872083             22.0             169322000        7693715.1
15:34:48.169 INFO  ProgressMeter -      chr11:134112106             22.2             170637000        7695190.4
15:34:58.170 INFO  ProgressMeter -       chr12:12519467             22.3             171935000        7695877.0
15:35:08.172 INFO  ProgressMeter -       chr12:27319900             22.5             173203000        7695214.9
15:35:18.178 INFO  ProgressMeter -       chr12:41853070             22.7             174516000        7696524.5
15:35:28.182 INFO  ProgressMeter -       chr12:55949385             22.8             175847000        7698614.3
15:35:38.185 INFO  ProgressMeter -       chr12:70769748             23.0             177175000        7700548.9
15:35:48.185 INFO  ProgressMeter -       chr12:86756406             23.2             178474000        7701221.0
15:35:58.191 INFO  ProgressMeter -      chr12:101836346             23.3             179775000        7701936.2
15:36:08.192 INFO  ProgressMeter -      chr12:115530477             23.5             181070000        7702413.3
15:36:18.195 INFO  ProgressMeter -      chr12:129241369             23.7             182385000        7703717.6
15:36:28.201 INFO  ProgressMeter -       chr13:26070787             23.8             183685000        7704358.3
15:36:38.203 INFO  ProgressMeter -       chr13:40941211             24.0             185021000        7706516.4
15:36:48.206 INFO  ProgressMeter -       chr13:55268631             24.2             186316000        7706938.1
