isoform_id	genes	logFC	logCPM	F	PValue	FDR	gene_id	gene_name	transcript_biotype	condition_1	condition_2
ENST00000335515	ENST00000335515.10	0.596256574362711	6.059768713385304	5.280941362382481	0.03290654052486087	0.1197427683611795	ENSG00000124593		nonsense_mediated_decay	FT	RGC
ENST00000198767	ENST00000198767.11	-0.5933934842407121	5.767535330083296	5.279337230267854	0.03293015770384779	0.11980789748834791	ENSG00000085721	RRN3	protein_coding	FT	RGC
ENST00000341071	ENST00000341071.11	-0.7234175529473661	4.872663323947227	5.27628033853586	0.03297521672505157	0.11995100107190577	ENSG00000160058	BSDC1	protein_coding	FT	RGC
ENST00000238609	ENST00000238609.4	-0.5486419899117175	7.031777403887068	5.274739204885341	0.03299795978372061	0.12001289227589637	ENSG00000119632	IFI27L2	protein_coding	FT	RGC
ENST00000376440	ENST00000376440.6	0.6512952763176598	5.83416169295985	5.268781000473851	0.03308605474680864	0.12031240425115329	ENSG00000134882	UBAC2	protein_coding	FT	RGC
ENST00000391918	ENST00000391918.6	-0.7370810676217178	4.780255938827189	5.267389345879077	0.03310666947524737	0.1203664732448728	ENSG00000160014	CALM3	protein_coding	FT	RGC
ENST00000413987	ENST00000413987.1	1.0504336008336213	3.442391011243138	5.265993272748753	0.03312736430495575	0.12041506709421078	ENSG00000242125	SNHG3	lncRNA	FT	RGC
ENST00000660385	ENST00000660385.1	0.8284726420691677	4.422856224677741	5.265712294963222	0.033131531181967204	0.12041506709421078	ENSG00000288066		lncRNA	FT	RGC
ENST00000366472	ENST00000366472.6	-0.6631724112064034	5.129680610419689	5.263998423903118	0.03315696063095493	0.12042391960087984	ENSG00000175137	SH3BP5L	protein_coding	FT	RGC
ENST00000370053	ENST00000370053.3	-1.3510065471877433	5.628276373779254	6.57048936971415	0.03315445950653934	0.12042391960087984	ENSG00000197457	STMN3	protein_coding	FT	RGC
ENST00000454859	ENST00000454859.8	1.2776965342341235	2.9598036860215218	5.264223027760643	0.03315362682497496	0.12042391960087984	ENSG00000093144	ECHDC1	protein_coding	FT	RGC
ENST00000602663	ENST00000602663.1	1.073405373178938	3.4097339200885823	5.2643922633681255	0.03315111510396121	0.12042391960087984	NA	NA	NA	FT	RGC
ENST00000697127	ENST00000697127.1	1.7742052881624415	2.0388872022651854	5.262405733336076	0.033180611933176445	0.12048893038448837	ENSG00000198589	LRBA	protein_coding	FT	RGC
ENST00000328540	ENST00000328540.8	-1.1539075913355146	3.1823357286036504	5.258301334970944	0.033241650165526763	0.12068965846059275	ENSG00000182685	BRICD5	protein_coding	FT	RGC
ENST00000650592	ENST00000650592.2	1.294174325866741	2.8145746324832923	5.255890505236061	0.03327756204029971	0.1207991071187383	ENSG00000173706	HEG1	protein_coding	FT	RGC
ENST00000634586	ENST00000634586.1	-0.7736856307977634	4.593348583725769	5.254929968395151	0.033291882525609356	0.12083015367792627	ENSG00000110395	CBL	protein_coding	FT	RGC
ENST00000369836	ENST00000369836.9	0.670071764633455	5.213269706838852	5.2526102380885655	0.03332649585780294	0.12093482794476247	ENSG00000168765	GSTM4	protein_coding	FT	RGC
ENST00000242576	ENST00000242576.7	0.6555142255430227	5.290687334535465	5.250241159115636	0.033361887704577174	0.1210422905305139	ENSG00000076248	UNG	protein_coding	FT	RGC
ENST00000545297	ENST00000545297.5	1.4144950495424575	2.5065929368289943	5.249664874333405	0.03337050331595424	0.12105258423652386	ENSG00000148248	SURF4	protein_coding	FT	RGC
ENST00000349129	ENST00000349129.7	-1.0545232706212209	3.403664917385348	5.248663453149324	0.033385480838616206	0.12106768586761682	ENSG00000083097	DOP1A	protein_coding	FT	RGC
ENST00000677752	ENST00000677752.1	1.4806100375277853	2.6152256549585746	5.24861373062428	0.033386224700807786	0.12106768586761682	ENSG00000101577	LPIN2	protein_coding	FT	RGC
ENST00000244051	ENST00000244051.3	-1.7150047622976385	2.1720572498951243	5.24341026460908	0.03346417404783222	0.12125005278536798	ENSG00000124217	MOCS3	protein_coding	FT	RGC
ENST00000345146	ENST00000345146.7	-0.6133076815800219	6.45247825591436	5.243331339907713	0.03346535795104476	0.12125005278536798	ENSG00000138413	IDH1	protein_coding	FT	RGC
ENST00000356362	ENST00000356362.6	-2.1978982363043102	1.6310924691754392	5.242167733289127	0.033482818051618395	0.12125005278536798	ENSG00000091127	PUS7	protein_coding	FT	RGC
ENST00000358965	ENST00000358965.10	1.0245015298362388	3.569187132234393	5.2425725458257215	0.03347674260296429	0.12125005278536798	ENSG00000137497	NUMA1	protein_coding	FT	RGC
ENST00000524983	ENST00000524983.3	2.5575603406815097	1.544329814649513	5.2429421926720305	0.03347119601600886	0.12125005278536798	ENSG00000109851	DBX1	protein_coding	FT	RGC
ENST00000577571	ENST00000577571.5	1.936388029598932	1.8172038162135022	5.2425043326282355	0.0334777662626787	0.12125005278536798	ENSG00000266094	RASSF5	protein_coding	FT	RGC
ENST00000581977	ENST00000581977.7	1.936388029598932	1.8172038162135022	5.2425043326282355	0.0334777662626787	0.12125005278536798	ENSG00000263528	IKBKE	protein_coding	FT	RGC
ENST00000682501	ENST00000682501.1	1.1119007850292633	3.3697219500358035	5.242540753236405	0.03347721970259468	0.12125005278536798	ENSG00000288701	PRRC2B	protein_coding	FT	RGC
ENST00000369305	ENST00000369305.1	1.50842370913614	2.524738257054652	5.241633954948904	0.033490830939560054	0.12125810877166325	ENSG00000198924	DCLRE1A	protein_coding	FT	RGC
ENST00000327761	ENST00000327761.7	-0.6606839925111855	5.277787084563864	5.240045760420621	0.033514685220743606	0.12132350798157211	ENSG00000068028	RASSF1	protein_coding	FT	RGC
ENST00000263688	ENST00000263688.4	1.0299979834194541	3.5195122517726602	5.23920599767959	0.03352730604070553	0.12134822637296824	ENSG00000094975	SUCO	protein_coding	FT	RGC
ENST00000525508	ENST00000525508.1	-1.464253902913553	2.6430956582655307	5.238420581627366	0.03353911496590046	0.12136999817250799	ENSG00000171316	CHD7	protein_coding	FT	RGC
ENST00000319172	ENST00000319172.10	1.6763827588909077	2.4224500437895644	5.232966414541741	0.03362125009410005	0.12164621212803144	ENSG00000176142	TMEM39A	protein_coding	FT	RGC
ENST00000440279	ENST00000440279.7	-0.6066290405603552	5.869966979870158	5.2325255344513995	0.033627899343584795	0.12164925977357241	ENSG00000112514	CUTA	protein_coding	FT	RGC
ENST00000260746	ENST00000260746.6	-0.6348917579818668	5.534516935091924	5.230563035800227	0.03365751540486733	0.12173537469208663	ENSG00000138175	ARL3	protein_coding	FT	RGC
ENST00000492996	ENST00000492996.6	-0.9649908476708778	3.780120137067897	5.228222289160163	0.033692878337238864	0.12182121302844615	ENSG00000148634	HERC4	protein_coding	FT	RGC
ENST00000542061	ENST00000542061.2	1.0610241748927112	3.5590683502335083	5.228606875538975	0.03368706528671107	0.12182121302844615	ENSG00000112787	FBRSL1	protein_coding	FT	RGC
ENST00000370920	ENST00000370920.8	0.6319788282762617	5.766092651795272	5.225764346993573	0.033730057218904444	0.12191355567267585	ENSG00000132485	ZRANB2	protein_coding	FT	RGC
ENST00000423335	ENST00000423335.2	1.77868119265791	2.539098139413638	5.225766031986952	0.0337300317157115	0.12191355567267585	ENSG00000237515	SHISA9	protein_coding	FT	RGC
ENST00000323319	ENST00000323319.7	1.8650026892702414	2.145134157727109	5.225356759594018	0.0337362268953189	0.12191482098154834	ENSG00000177300	CLDN22	protein_coding	FT	RGC
ENST00000263100	ENST00000263100.8	-1.7517268087415785	1.8868064040438333	5.224504046970499	0.03374913860542273	0.1219404457821664	ENSG00000121410	A1BG	protein_coding	FT	RGC
ENST00000561157	ENST00000561157.5	1.1432651572211525	3.1207684157205384	5.221005844204488	0.03380216688372874	0.12208993000814368	ENSG00000182774	RPS17	protein_coding	FT	RGC
ENST00000645495	ENST00000645495.2	0.739816841326246	4.801491483590577	5.221169601570943	0.0337996824219434	0.12208993000814368	ENSG00000137710	RDX	protein_coding	FT	RGC
ENST00000278550	ENST00000278550.12	1.1309398323975552	3.914443989880715	5.217742145010148	0.03385172570705989	0.1222478541350108	ENSG00000149256	TENM4	protein_coding	FT	RGC
ENST00000226193	ENST00000226193.6	1.9422692865102604	1.819333521805183	5.2157876906906715	0.03388144332188468	0.12224980298831592	ENSG00000109047	RCVRN	protein_coding	FT	RGC
ENST00000253115	ENST00000253115.7	0.708363557132083	5.116002179698197	5.217064684323498	0.03386202319150441	0.12224980298831592	ENSG00000130818	ZNF426	protein_coding	FT	RGC
ENST00000456532	ENST00000456532.2	1.749701616938446	1.9757814965314526	5.215943239186058	0.033879077111450474	0.12224980298831592	ENSG00000270069	MIR222HG	lncRNA	FT	RGC
ENST00000614056	ENST00000614056.4	1.1136380535586634	3.266764576273428	5.215895237419113	0.03387980729638524	0.12224980298831592	ENSG00000071994	PDCD2	protein_coding	FT	RGC
ENST00000617006	ENST00000617006.1	1.9422692865102604	1.819333521805183	5.2157876906906715	0.03388144332188468	0.12224980298831592	ENSG00000275719		lncRNA	FT	RGC
ENST00000287038	ENST00000287038.8	0.6297661973928678	11.879166447415344	5.213170314562138	0.03392128711916699	0.12233035700799264	ENSG00000156482	RPL30	protein_coding	FT	RGC
ENST00000374479	ENST00000374479.4	0.6299592245581872	5.5068037962107415	5.213507385391056	0.03391615297335987	0.12233035700799264	ENSG00000179163	FUCA1	protein_coding	FT	RGC
ENST00000470821	ENST00000470821.5	-1.1198079448854592	3.230359967223674	5.213190701000164	0.03392097657495048	0.12233035700799264	ENSG00000114098	ARMC8	protein_coding	FT	RGC
ENST00000344450	ENST00000344450.9	0.8649819909857384	4.24047574274613	5.212638823745006	0.033929384395672724	0.12233849805592907	ENSG00000112679	DUSP22	protein_coding	FT	RGC
ENST00000533986	ENST00000533986.5	-0.8784568256651505	4.200929224703503	5.212198600846671	0.03393609286490643	0.12234162956925226	ENSG00000149196	HIKESHI	protein_coding	FT	RGC
ENST00000290216	ENST00000290216.14	0.6812864536171018	5.950696397139934	5.2064112427459435	0.03402442546509609	0.12257569889394634	ENSG00000141295	SCRN2	protein_coding	FT	RGC
ENST00000370854	ENST00000370854.7	1.7714645057802871	2.037840654004136	5.206543668467554	0.03402240133130127	0.12257569889394634	ENSG00000171307	ZDHHC16	protein_coding	FT	RGC
ENST00000524871	ENST00000524871.6	1.7714645057802871	2.037840654004136	5.206543668467554	0.03402240133130127	0.12257569889394634	ENSG00000149972	CNTN5	protein_coding	FT	RGC
ENST00000601162	ENST00000601162.1	-0.9371792621533647	3.7823278483819283	5.207195679022312	0.03401243731113175	0.12257569889394634	ENSG00000152467	ZSCAN1	protein_coding	FT	RGC
ENST00000623179	ENST00000623179.1	0.9732705199050103	3.674826553521826	5.200907361879685	0.03410867364000559	0.12285808185771614	ENSG00000279407		TEC	FT	RGC
ENST00000526562	ENST00000526562.5	0.6592771108819196	5.413052258686807	5.200383908185204	0.034116698500459876	0.12286371567698344	ENSG00000166441	RPL27A	protein_coding	FT	RGC
ENST00000681160	ENST00000681160.1	-1.829062755156712	2.0738938821130932	5.200040290577384	0.03412196753108452	0.12286371567698344	ENSG00000141252	VPS53	protein_coding	FT	RGC
ENST00000531188	ENST00000531188.6	0.5380772495128607	7.1941436628152164	5.198619469343512	0.034143764209461046	0.12292107173466221	ENSG00000149273	RPS3	protein_coding	FT	RGC
ENST00000258149	ENST00000258149.11	0.5356287325757881	6.702176175599057	5.197386368470037	0.03416269390542004	0.12294696351565786	ENSG00000135679	MDM2	protein_coding	FT	RGC
ENST00000644371	ENST00000644371.2	-1.1817925053839111	3.4856164138480237	5.197688799375311	0.03415805009634223	0.12294696351565786	ENSG00000011198	ABHD5	protein_coding	FT	RGC
ENST00000435159	ENST00000435159.3	1.6853565767395464	2.169053580047156	5.1954687159364354	0.034192156041133175	0.12303185793639623	ENSG00000181234	TMEM132C	protein_coding	FT	RGC
ENST00000289963	ENST00000289963.12	1.2640219442261262	2.789055231313055	5.193523733210382	0.034222067547377194	0.12311833986776659	ENSG00000120910	PPP3CC	protein_coding	FT	RGC
ENST00000362052	ENST00000362052.7	-1.193085100092308	3.086680156071071	5.192929487492678	0.03423121226115894	0.12313009369145238	ENSG00000143420	ENSA	protein_coding	FT	RGC
ENST00000585316	ENST00000585316.3	-1.2849225222440066	2.876665131888339	5.191624531292903	0.03425130367925443	0.12318121215050662	ENSG00000265763	ZNF488	protein_coding	FT	RGC
ENST00000252816	ENST00000252816.10	0.5374744921558329	6.8953778300698705	5.189669040188204	0.03428143596510933	0.12326841778803217	ENSG00000130520	LSM4	protein_coding	FT	RGC
ENST00000356433	ENST00000356433.10	-0.5547800587840921	6.843289382531679	5.186627631373664	0.03432836107224329	0.12341596638105795	ENSG00000090932	DLL3	protein_coding	FT	RGC
ENST00000376692	ENST00000376692.9	0.5515962605883882	6.450301221948394	5.183679644344757	0.034373914436080275	0.12353806232163024	ENSG00000116670	MAD2L2	protein_coding	FT	RGC
ENST00000379751	ENST00000379751.5	0.5958456232613412	5.860352844590739	5.183666581628899	0.03437411643862631	0.12353806232163024	ENSG00000125817	CENPB	protein_coding	FT	RGC
ENST00000370214	ENST00000370214.9	0.7437442343405087	4.87201461035571	5.183117434785982	0.03438260969505558	0.1235473911666757	ENSG00000117528	ABCD3	protein_coding	FT	RGC
ENST00000615648	ENST00000615648.2	-0.8654819072641837	4.476869323177867	5.181969853868455	0.03440036619393007	0.12358999680957657	ENSG00000261150	EPPK1	protein_coding	FT	RGC
ENST00000361339	ENST00000361339.9	0.6820012622963816	5.24726885412713	5.1815885783574	0.03440626796796758	0.12359000474296174	ENSG00000187535	IFT140	protein_coding	FT	RGC
ENST00000681722	ENST00000681722.1	-1.622235956205014	2.1445278246483093	5.181165569072401	0.03441281708601036	0.1235923375852616	ENSG00000127914	AKAP9	protein_coding	FT	RGC
ENST00000646790	ENST00000646790.1	2.0630324514120213	1.6691797700904851	5.179988929123688	0.03443104151945255	0.12363659389629954	ENSG00000138771	SHROOM3	protein_coding	FT	RGC
ENST00000333449	ENST00000333449.9	1.081122585264786	3.2790384006590068	5.179399571429348	0.03444017392928766	0.12364819256977672	ENSG00000185475	TMEM179B	protein_coding	FT	RGC
ENST00000309134	ENST00000309134.9	-0.7593480492085013	4.560571133656302	5.177899663426684	0.034463428212342356	0.12366809825631381	ENSG00000175348	TMEM9B	protein_coding	FT	RGC
ENST00000330622	ENST00000330622.9	-0.6028805262371312	5.941771372483181	5.178080020495125	0.03446063104819567	0.12366809825631381	ENSG00000135108	FBXO21	protein_coding	FT	RGC
ENST00000340487	ENST00000340487.5	-1.5030741517766917	2.530948812614974	5.178246787025056	0.034458044889641846	0.12366809825631381	ENSG00000196812	ZSCAN16	protein_coding	FT	RGC
ENST00000526991	ENST00000526991.3	-0.6101975766401548	5.796162539454255	5.176764167047965	0.03448104458979371	0.12371012212906121	ENSG00000255112	CHMP1B	protein_coding	FT	RGC
ENST00000315377	ENST00000315377.4	1.8108974932744086	1.9634646745869937	5.175463165169192	0.034501241235700655	0.12373753644294797	ENSG00000137154	RPS6	protein_coding	FT	RGC
ENST00000356200	ENST00000356200.7	1.8108974932744086	1.9634646745869937	5.175463165169192	0.034501241235700655	0.12373753644294797	ENSG00000008128	CDK11A	protein_coding	FT	RGC
ENST00000592882	ENST00000592882.1	-1.9382047984900492	1.7572749982821962	5.174750385598594	0.034512312064353665	0.12373753644294797	ENSG00000267598		lncRNA	FT	RGC
ENST00000627285	ENST00000627285.1	-1.9382047984900492	1.7572749982821962	5.174750385598594	0.034512312064353665	0.12373753644294797	ENSG00000162065	TBC1D24	protein_coding	FT	RGC
ENST00000254806	ENST00000254806.8	-0.6897258395360116	5.091711539100493	5.173366515593613	0.03453381773398241	0.12377227505717665	ENSG00000132471	WBP2	protein_coding	FT	RGC
ENST00000299204	ENST00000299204.6	-1.0986195829756384	3.177135507165973	5.173720123442371	0.034528321136288564	0.12377227505717665	ENSG00000166170	BAG5	protein_coding	FT	RGC
ENST00000302538	ENST00000302538.10	-0.7221924419482447	5.214058783888496	5.171784288021886	0.03455842458077243	0.1238392809686284	ENSG00000159842	ABR	protein_coding	FT	RGC
ENST00000282272	ENST00000282272.15	-2.0490763660050346	1.5626768824245545	5.165854717851667	0.034650818763688154	0.1240800650642365	ENSG00000065413	ANKRD44	protein_coding	FT	RGC
ENST00000286298	ENST00000286298.5	0.857632877577964	4.304199653376273	5.165571922792256	0.034655232263633	0.1240800650642365	ENSG00000155850	SLC26A2	protein_coding	FT	RGC
ENST00000367454	ENST00000367454.6	-2.0490763660050346	1.5626768824245545	5.165854717851667	0.034650818763688154	0.1240800650642365	ENSG00000116750	UCHL5	protein_coding	FT	RGC
ENST00000394980	ENST00000394980.5	2.5237484273322655	1.6314166495012392	5.165796759530199	0.034651723250270716	0.1240800650642365	ENSG00000138722	MMRN1	protein_coding	FT	RGC
ENST00000406326	ENST00000406326.5	-2.0490763660050346	1.5626768824245545	5.165854717851667	0.034650818763688154	0.1240800650642365	ENSG00000130226	DPP6	protein_coding	FT	RGC
ENST00000345957	ENST00000345957.9	1.7609288943261274	1.979973128716545	5.162987163904666	0.03469560144696624	0.12420337571983865	ENSG00000104497	SNX16	protein_coding	FT	RGC
ENST00000316606	ENST00000316606.10	2.2993966464504583	1.7639727088088806	5.1585642031861445	0.034764803943948035	0.12438609752100498	ENSG00000197062	ZSCAN26	protein_coding	FT	RGC
ENST00000408991	ENST00000408991.4	-1.1097739791995638	3.2707109392244575	5.158233467122932	0.034769985002048504	0.12438609752100498	ENSG00000221916	C19orf73	protein_coding	FT	RGC
ENST00000409933	ENST00000409933.6	-1.7478471827709152	1.887849185421702	5.158556802836428	0.03476491986257122	0.12438609752100498	ENSG00000119844	AFTPH	protein_coding	FT	RGC
ENST00000414716	ENST00000414716.8	-1.1900992771104297	2.9398557484561305	5.158207351188884	0.03477039415165426	0.12438609752100498	ENSG00000099814	CEP170B	protein_coding	FT	RGC
ENST00000222990	ENST00000222990.8	0.8173706242832305	4.431356205622502	5.157126697677387	0.03478732918557933	0.12442543266325787	ENSG00000106266	SNX8	protein_coding	FT	RGC
ENST00000400788	ENST00000400788.9	-1.1073421483468289	3.118871504960409	5.152784704350031	0.034855467544071386	0.12464786438729113	ENSG00000215712	TMEM242	protein_coding	FT	RGC
ENST00000552029	ENST00000552029.1	0.7873589806694012	4.981489122103636	5.151684482396705	0.03487275725907218	0.12468840959554583	ENSG00000120832	MTERF2	protein_coding	FT	RGC
ENST00000338033	ENST00000338033.9	1.539999984612613	2.4271217460614745	5.150344927165813	0.034893821192173595	0.12474243347352298	ENSG00000181085	MAPK15	protein_coding	FT	RGC
ENST00000452648	ENST00000452648.8	-1.0254255014476075	3.6520119196117333	5.14909993324921	0.03491341115020045	0.12476988232438574	ENSG00000173065	FAM222B	protein_coding	FT	RGC
ENST00000688783	ENST00000688783.2	1.2457908852573678	2.977063566474241	5.149161891400586	0.03491243594435299	0.12476988232438574	ENSG00000250337	PURPL	lncRNA	FT	RGC
ENST00000374749	ENST00000374749.8	-2.22440039724147	1.692678527963117	5.146909349516906	0.03494791029049378	0.12487186980650762	ENSG00000108094	CUL2	protein_coding	FT	RGC
ENST00000592947	ENST00000592947.5	1.546574785900656	2.551783364671191	5.145306413029944	0.0349731792118338	0.12494084776751471	ENSG00000070404	FSTL3	protein_coding	FT	RGC
ENST00000278025	ENST00000278025.9	1.655742789605249	2.1061776382240796	5.142286133794335	0.03502084775479137	0.12504529891086202	ENSG00000148803	FUOM	protein_coding	FT	RGC
ENST00000313010	ENST00000313010.8	1.4254694621557684	2.5550852726203814	5.143018908644437	0.03500927571770518	0.12504529891086202	ENSG00000137509	PRCP	protein_coding	FT	RGC
ENST00000355498	ENST00000355498.6	1.9554420868801754	1.880144910993358	5.141563612175359	0.03503226212744518	0.12504529891086202	ENSG00000132781	MUTYH	protein_coding	FT	RGC
ENST00000372231	ENST00000372231.7	1.9554420868801754	1.880144910993358	5.141563612175359	0.03503226212744518	0.12504529891086202	ENSG00000122359	ANXA11	protein_coding	FT	RGC
ENST00000504156	ENST00000504156.7	-0.7295656094965532	5.02533281231918	5.1423777254619445	0.03501940109446255	0.12504529891086202	ENSG00000170445	HARS1	protein_coding	FT	RGC
ENST00000320316	ENST00000320316.8	0.9270045797735617	4.005562070105907	5.140630617585887	0.035047007799025594	0.12507640093960593	ENSG00000040633	PHF23	protein_coding	FT	RGC
ENST00000367097	ENST00000367097.8	-0.5608448121674526	7.401535006368603	5.140256878316831	0.03505291660300856	0.12507640093960593	ENSG00000130338	TULP4	protein_coding	FT	RGC
ENST00000254846	ENST00000254846.9	-0.8127078904117268	4.255020016360867	5.1395463237610315	0.03506415356611784	0.12507696720027534	ENSG00000132510	KDM6B	protein_coding	FT	RGC
ENST00000370078	ENST00000370078.2	0.8141917896553003	4.441230170383637	5.139491774886388	0.03506501639062566	0.12507696720027534	ENSG00000198890	PRMT6	protein_coding	FT	RGC
ENST00000249923	ENST00000249923.7	-0.8614321553233394	4.091929157982452	5.138465576047193	0.035081252743759735	0.12511357911627896	ENSG00000129083	COPB1	protein_coding	FT	RGC
ENST00000555567	ENST00000555567.6	1.8137000381516577	1.9645064722862204	5.129709823184058	0.03522013277565247	0.12558749983270528	ENSG00000119630	PGF	protein_coding	FT	RGC
ENST00000368026	ENST00000368026.11	2.012644227862501	1.8655774053734921	5.127366971603963	0.03525739996693812	0.12567760284284274	ENSG00000158769	F11R	protein_coding	FT	RGC
ENST00000607476	ENST00000607476.1	-1.1608372638047015	2.935291324270264	5.127513250371191	0.03525507183376763	0.12567760284284274	ENSG00000272540		lncRNA	FT	RGC
ENST00000313269	ENST00000313269.5	0.6877553076397396	5.2079500657367674	5.125832988977532	0.03528182494337467	0.12569476412195366	ENSG00000178719	GRINA	protein_coding	FT	RGC
ENST00000373238	ENST00000373238.5	0.5425107165921145	7.758106768250199	5.125567265210956	0.03528605790752885	0.12569476412195366	ENSG00000079332	SAR1A	protein_coding	FT	RGC
ENST00000409411	ENST00000409411.6	-1.0024227611584835	3.6761431008283214	5.125557435112791	0.03528621451149026	0.12569476412195366	ENSG00000138078	PREPL	protein_coding	FT	RGC
ENST00000422318	ENST00000422318.7	0.5836239285918285	6.417606840912636	5.125902553717072	0.0352807168764253	0.12569476412195366	ENSG00000168268	NT5DC2	protein_coding	FT	RGC
ENST00000358901	ENST00000358901.11	0.8990702291128286	3.9510446363856313	5.124536422142735	0.03530248464056496	0.12570996952833507	ENSG00000165280	VCP	protein_coding	FT	RGC
ENST00000409320	ENST00000409320.7	0.6807613287364027	5.11030346498397	5.12456101778901	0.03530209260182419	0.12570996952833507	ENSG00000071082	RPL31	protein_coding	FT	RGC
ENST00000554659	ENST00000554659.6	-0.6913993256251864	5.059601504594538	5.123873378261559	0.03531305499706884	0.12572623880584552	ENSG00000100568	VTI1B	protein_coding	FT	RGC
ENST00000355693	ENST00000355693.5	0.7250540955479197	4.9146490668050085	5.123438352013447	0.035319992212315215	0.1257295695591829	ENSG00000181924	COA4	protein_coding	FT	RGC
ENST00000311630	ENST00000311630.7	-0.9103038946807522	3.863736429748721	5.121736410901884	0.03534714737224773	0.1258048573396564	ENSG00000174013	FBXO45	protein_coding	FT	RGC
ENST00000324460	ENST00000324460.7	0.7116379839806386	5.520439972055667	5.119023120416316	0.03539048809793124	0.12593771618202165	ENSG00000044574	HSPA5	protein_coding	FT	RGC
ENST00000560846	ENST00000560846.1	-1.2300364622761961	2.746227368267989	5.118370636024384	0.03540091955811673	0.12595344154602367	ENSG00000140320	BAHD1	protein_coding	FT	RGC
ENST00000690674	ENST00000690674.1	1.5490556087027945	2.430951113432326	5.114763477306328	0.0354586513602612	0.12613742356021598	ENSG00000153936	HS2ST1	protein_coding	FT	RGC
ENST00000456909	ENST00000456909.6	0.8407681792366685	4.518617414206087	5.114125635938291	0.03546887100342907	0.12615235630744237	ENSG00000144589	STK11IP	protein_coding	FT	RGC
ENST00000360900	ENST00000360900.11	1.0385152179013044	3.4989486979799973	5.112255127543874	0.03549886003251526	0.12620237597885994	ENSG00000103248	MTHFSD	protein_coding	FT	RGC
ENST00000371317	ENST00000371317.10	-0.7138701412858297	5.062635429217076	5.1121212655850226	0.03550100728642998	0.12620237597885994	ENSG00000232119	MCTS1	protein_coding	FT	RGC
ENST00000539941	ENST00000539941.6	-0.7880759827154774	4.571921275458385	5.112593481633282	0.03549343321771732	0.12620237597885994	ENSG00000141030	COPS3	protein_coding	FT	RGC
ENST00000284116	ENST00000284116.9	-0.7640773386560844	4.587641099076211	5.109118754661041	0.035549208795261494	0.12631047944152837	ENSG00000153982	GDPD1	protein_coding	FT	RGC
ENST00000338483	ENST00000338483.7	1.3407604290118196	2.9661403395167625	5.109693361261433	0.03553997846202026	0.12631047944152837	ENSG00000185022	MAFF	protein_coding	FT	RGC
ENST00000358290	ENST00000358290.9	1.7193197912125078	2.2596653177332815	5.109100298697228	0.0355495053122942	0.12631047944152837	ENSG00000198189	HSD17B11	protein_coding	FT	RGC
ENST00000375807	ENST00000375807.8	-0.899126647822903	3.925303116347685	5.107270177314376	0.03557892235545707	0.12639356357884862	ENSG00000187742	SECISBP2	protein_coding	FT	RGC
ENST00000373664	ENST00000373664.8	1.2572465119821603	2.7460495297923155	5.106263075550139	0.035595122129403425	0.12642967336196548	ENSG00000080839	RBL1	protein_coding	FT	RGC
ENST00000298355	ENST00000298355.7	-1.2929596645804673	2.79498442341972	5.101827559696958	0.03566656962971696	0.126449691653027	ENSG00000100505	TRIM9	protein_coding	FT	RGC
ENST00000305883	ENST00000305883.6	-0.7661675594687279	4.799903550713837	5.103463159264624	0.03564020436019862	0.126449691653027	ENSG00000172059	KLF11	protein_coding	FT	RGC
ENST00000341949	ENST00000341949.9	0.6805287063063825	5.0265705073352835	5.104123771437072	0.035629561813316744	0.126449691653027	ENSG00000178149	DALRD3	protein_coding	FT	RGC
ENST00000356708	ENST00000356708.12	-0.5453478864358751	8.25749520099691	5.103528209520466	0.03563915623187085	0.126449691653027	ENSG00000165629	ATP5F1C	protein_coding	FT	RGC
ENST00000403610	ENST00000403610.9	-2.044998499540697	1.5637615852985245	5.102483187885723	0.03565599848088805	0.126449691653027	ENSG00000189292	ALKAL2	protein_coding	FT	RGC
ENST00000444614	ENST00000444614.8	1.043115882360598	3.422451827742475	5.105097885957421	0.0356138752926229	0.126449691653027	ENSG00000151773	CCDC122	protein_coding	FT	RGC
ENST00000588460	ENST00000588460.6	-2.044998499540697	1.5637615852985245	5.102483187885723	0.03565599848088805	0.126449691653027	ENSG00000092931	MFSD11	protein_coding	FT	RGC
ENST00000624705	ENST00000624705.2	0.8742669430293366	4.369028246762123	5.104915896218639	0.035616805343283854	0.126449691653027	ENSG00000279602		lncRNA	FT	RGC
ENST00000678838	ENST00000678838.1	-2.044998499540697	1.5637615852985245	5.102483187885723	0.03565599848088805	0.126449691653027	ENSG00000247596	TWF2	protein_coding	FT	RGC
ENST00000686400	ENST00000686400.2	0.9510692848538352	3.7630090586336467	5.1036979348204685	0.03563642168205835	0.126449691653027	ENSG00000288907		lncRNA	FT	RGC
ENST00000686995	ENST00000686995.1	-0.747387570953253	4.58919570857374	5.101791267446304	0.03566715489893248	0.126449691653027	ENSG00000234741	GAS5	lncRNA	FT	RGC
ENST00000332035	ENST00000332035.10	1.910588188666235	1.900162010116108	5.100422754748936	0.03568923227174082	0.1265065527683077	ENSG00000182944	EWSR1	protein_coding	FT	RGC
ENST00000559722	ENST00000559722.2	1.1882243915178636	3.2247285992144503	5.094633926787294	0.0357827918434581	0.1267952818553119	ENSG00000136371	MTHFS	protein_coding	FT	RGC
ENST00000615335	ENST00000615335.4	-1.6443637764804584	2.017880243859939	5.094974598904874	0.035777278155180656	0.1267952818553119	ENSG00000053254	FOXN3	protein_coding	FT	RGC
